doc_id,topic,probability,preprocess_disc
8,0,0.9991903901100159,sr_presidente nobres colega subor tribuna primeiramente agradecer deus concedir simples homem jovem interior ceará juazeiro_do_norte crescer iguatu eleição compor casa termino 4 ano mandato cabeça erguir trabalhar povo cearense povo brasileiro apresentar 330 proposição projeto lei propor emenda constituição requerimento atender necessidade povo levar ceará 250 milhão real obra recurso emenda ajudar socorrer apoio termino 4 ano mandato cabeça erguir responder processo criminal eleger ranking político bom parlamentares_do_meu_estar sinto honrar compor casa terminar 4 quatro ano cabeça erguir porém deixar recado todo povo cearense todo povo brasileiro confiar primeiramente sempre deus maldito homem confiar homem colocar esperança homem deus bendito homem confiar próprio bíblia daniel 7 25 mundo jaz maligno próprio mundo cuidar mudar lei costume acontecer momento portanto apeguemse deus esperança salvação finalizar lembrar todo povo 2 crônica 714 povo chamar nome humilhar orar buscar face afastar mau caminho céu ouvir perdoar pecado curarei terra povo salvação senhor_jesus simples fácil bastar apenas invocar chamar nome clamar oh senhor_jesus receber salvação ficar registrar mensagem deus abençoar brasil deus abençoar ceará deus abençoar família nação jesus sr_presidente momento vez todo povo brasileiro concedir honra representálo casa deus abençoar todo
88,0,0.9990605115890503,dr zacharia calil 1 ano perder ícone política brasileiro principalmente goiá querido iris_rezende_machado falecer dia 9 novembro 2021 internar são_paulo tratar quadro neurológico apresentar iris político completo saber gestor ouvir povo sentir cidadão nome político brasileira eleger vereador grande número voto jovem goiânia 25 ano 1959 1962 eleger deputado_estadual 1965 assumir primeiro vez prefeitura_de_goiânia mandato terminar cassar ditadura militar fim ditadura militar eleger governador_de_goiás cargo ocupar 1983 1986 ministro_da_agricultura_do_governo josé_sarney 1990 eleger vez governador_de_goiás 1991 1994 eleger senador_da_república meio mandato senador ainda ministro_da_justiça_do_governo fernando_henrique_cardoso 2004 2010 prefeito_de_goiânia voltar cargo 2016 fim mandato 2020 anunciar aposentadoria político saber ainda nome influente condição eleger qualquer cargo quiser eleição ano voltar iris vereador prefeito senador governador ministro transitar legislativo executivo lidar todo tipo autoridade brasil mundo diferentes período históriar dar pequeno dimensão importância influência respeito conquistar digo dar pequeno dimensão importância iris cargo iris construir sonho goiano iris representar crescimento vida milhar pessoa partir legado ficar seguir guia goiano grande abraço família deus confortar todo
67,0,0.9989988207817078,sr_presidente momento subor tribuna casa ressaltar importância independência harmonio noite ontem cuidar assinar pedir cpi protocolar colega deputado_federal marcel_van_hattem cujo objetivo discutir eventual abuso cometir tribunais_superior mormente ministro desde teoria separação consubstanciar montesquieu influenciar thomas_hobbes rousseau locke sempre estabelecer condição essencial poderes_puder agir maneira harmônico absolutamente independente si compreer clareza chancelei fato chancelo pedir nobre deputado_marcel_van_hattem enter poderes_de_nossa_república hoje agir completo falta sintonia especialmente ativismo judicial algum ministro supremo_tribunal_federal tribunal_superior_eleitoral sr_presidente respor absolutamente nenhum processo judicial ficha limpo nome limpo assinar pedir cpi contra demonstrar sociedade brasileiro dever harmônico independente si absolutamente ninguém repúblicar encontrar acima lei nação entendo casa encontrar papel junto senar compreender lei nação dever emanar dever fato suprir eventual ausência legislativo tribunais_superiores mormente supremo_tribunal_federal acontecer maneira recente impelir vez partido sequer composição câmara_dos_deputado sr_presidente deixar claro ocorrer vários excesso parte tribunais_superiores excesso recomposto corrigir fato país tranquilidade todo casa_do_povo casa_legislativa dever preservar correto honesto nome limpo ficha limpo
39,0,0.9989854097366333, obrigar ii__voto_da_relatora consideror meritório oportuno projeto resoluçãor ora examinar ver notório influência primeiro ano desenvolvimento formação adulto socialmente capaz integrar ano destacar sensibilidade vulnerabilidade indivíduo questão câmara_dos_deputado ciente responsabilidade fundamental junto parcela jovem população instituir 2016 secretaria_da_juventude percepção escopo função visar efetividade dever iniciar primeiro infância passar infância adolescêncio antes alcançar juventude impor atualização competência órgão destacase projeto reconhecimento expresso prioridade impostar carta_magna art 227 resguardo família sociedade estado direito proteção pessoa fase desenvolvimento dentre inovação trazir proposição cumprir ressaltar incentivo realização seminário especialista brasileiro estrangeiro sobre tema desenvolvimento infantil sobre política público intersetorial direcionar primeiro infância além fomentar realização capacitação continuar instância formativo câmara_dos_deputar coparticipação organização honrario medalha_amigo_da_primeira_infância concedir casa projeto resolução telo padecer defeito quanto constitucionalidade juridicidade exibir bom técnica legislativo apto sujeição avaliação par  conclusão votar ante expor âmbito comissão_de_constituição_e_justiça cidadanio juridicidade constitucionalidade boa técnica legislativo projeto_de_resolução 31 2022 mérito aprovação âmbito mesa_diretora aprovação projeto_de_resolução 31 2022
4,0,0.9983819723129272,destaque sobre inciso vii art 3 tratar justamente parte fiscalização orientador colocar inclusive acatar emenda partido_dos_trabalhador fato sentido texto original trazer todo fiscalização primeiro orientador fato problema série situação grave fiscal chegar empresa orientar sim multar apreender mercadoria etc então colocar inciso previsão exceção todo fiscalização dever orientadora salvo dano grave irreparável dou vários exemplo dano grave irreparável regulamentar próprio governo emenda discutir próprio auditor trabalho preocupar texto original gostar apenas esclarecimento preocupação manifestar deputada_erika_kokay outro parte endereçar relatório emenr exceção trabalho escravo mercadoria vencer etc todo exceção previsto previstas regulamento inclusive próximo governo
75,1,0.9996954798698425,sr_presidente subor tribuna primeiramente agradecer 154312 voto eleger senador_da_repúblico estado_do_acre enorme responsabilidade grande honra representar povo aguerrido acre senado_federal sr_presidente hoje querar apenas alertar parlamento venho pedir volter atribuição constitucional independência autonomiar medo represália exercício atividade parlamentar especificamente ativismo judicial ultrapassar todo limite país nunca antes vir avanço tão significativo sobre outro stf sobre legislativo_brasileiro câmara senar apesar algo novo ativismo judicial somar polarização político viver ganhar contorno preocupante merecer repúdio atenção presenciar escalada perigoso autoritarismo precedente formação verdadeiro tribunal exceção vedar ordenamento jurídico aceitar forma passivo voz parlamentar calar direita esquerdo centro todo dia ver parlamentar calar conta rede social deletar opinião tolhir hoje direita amanhã todo precedente perigoso continuarmo passivo diante forma atuação algum membro supremo_tribunal_federal tribunal_superior_eleitoral concordar violência cerceamento direito todo parlamento_brasileiro suspensão parte ministros_do_tribunal_superior_eleitoral supremo_tribunal_federal_de_conta rede social parlamentar manifestar politicamente preocupante medida merecer repúdio casa eleitos população segmento representar reforçar precedente perigoso violar prerrogativa parlamentar vulnerabilizar democracia deputados_daniel_silveira otoni_de_paula preceder carla_zambelli major_vitor_hugo coronel_tadeu recémeleitos nicolas_ferreira gustavo_gaia todo conta tolhir cercear rede social próximo inclusive assinar requerimento nobre adriana_ventura transformação sessão plenário comissão_geral fim possamos debater olho olho todo tipo interferência ilegal antidemocrático todo ativismo judicial hoje perpetrar contra parlamento_brasileiro parabéns deputada_adriana_ventura aceitar dois ministro decidar forma discricionário postar rede social principalmente parlamentar eleitos povo aceitar criar jurisprudência normalizar censura brasil acontecer rede_jovem_pan verdadeiro absurdo cerceamento opinião atividade jornalismo brasileiro aceitar estabelecer tipo penal crime opinião decisão judicial descumprir frontalmente art 53 constituição assegurar inviolabilidade parlamentar opinião proferir exercício função friso imunidade parlamentar material fruto assembleia_constituinte_de_1988 visar assegurar legitimidade exercício político diversidade elemento principal saúde democracia assistir passivo retrocesso exercício regime político instituir repito constitucionalmente silenciar agente político criticar violar direito diversidade opinião impedir exercício democrático opor liberdade opinião imprescindível fundamental aprimoramento estado_democrático_de_direito instituição público 2016 coautor assim outro nobres projeto_de_lei 4754 2016 cujo autor principal nobre deputado_sóstenes_cavalcante tipificar crime responsabilidade ministro supremo_tribunal_federal usurpação competência poder_legislativo poder_executivo 2021 stf realizar intenso articulação político barrar avanço matéria casa oportunidade deixar mencionar mecanismo coíbir desmando rapidez responsabilidade sr_presidente cada vir legislatura imbuir responsabilidade representar base todo saber passar crivo urna todo saber responsabilidade pairar sobre ombro cada dever omitir legislar fiscalizar enfrentar embate jurídico implicar próprio processo legislativo coragem defender liberdade democracia brasil sr_presidente povo brasileiro clamar direito expressar livremente aceitar ativismo judicial imposição sobre outro constituição defender parlamentar direito representar base peço deus dê força coragem discernimento enfrentar grande batalha defender povo brasileiro peçar vexo divulgar meio comunicação casa programa a_voz_do_brasil
61,1,0.9996116757392883,sr_presidente cordial bom tarde vexa todo assistir momento parlamentar presente casa trazer tribuna momento necessidade processo transição ora curso nação virtude novo governo eleger aprendi vida público 10 ano parlamentar governo acima tudo capacidade assimilar bem gestão anterior logicamente malfeito dever melhorar substituir causa venho tribuna logo após eleição ouver integrante partido_dos_trabalhador especial josé_genoíno acerca escola cívicomilitar adotar atual gestão extremamente preconceituoso extirpar extinguir escola cívicomilitar consultar professor consultar pai aluno receber educação escola consultar próprio aluno hoje brasil cerca 127 escola cívicomilitar implementar todo país cerca 100 mil aluno estudar escola equipe transição capacidade sentar professor pai aluno discutir eficiência eficácia bom resultado obtêr escola momento revogar decreto prever escola cívicomilitar previsão menos 80 escola implementar início próximo ano equipe transição maneira simplesmente ideológico avaliar qualidade ensino avaliar resultado escola revogar decreto instituir falo conhecimento conversar aluno professor pai filho matricular escola fato vier acontecer prejuízo 100 mil aluno professor família criança veer modalidade ensino qualidade oportunidade filho bom resultado enem vestibular carreira profissional seguir então levanto questionamento tragar câmara_dos_deputado necessidade fazermos debate governo iniciar pois parecer iniciar viés extremamente ideológico colocar segundo plano questão gestão qualidade educação saúde seguranço próprio composição equipe transição ver ideologia fato preocupação gestão qualidade próximo 4 ano reafirmar compromisso país enquanto presidente_regional_do_união_brasil estado_do_cear continuar conduzir trabalho forma apoiar todo qualquer política público exitoso independentemente cor partidário partido_dos_trabalhadores apresentar algo exitoso apoiar próprio programa_bolsa_família virar auxílio_brasil talvez voltar bolsa_família programa social merecer apoio assim bolsonaro prometer 600 real lula prometer 600 real promessa cumprir contar apoio viabilizar agora debate ideológico vir extinguir programa exitoso ver dado ver resultado sinal começar pé esquerdo governo iniciar através equipe transição esperar coordenador equipe transição vicepresidente eleger geraldo_alckmin bom senso apresente assumir fato exitoso governo dever continuar substituir apoiar deixar preocupação absurdo decisão equipe transição acabar escola cívicomilitar todo brasil gerar prejuízo educação 100 mil aluno todo país peçar vexa pronunciamento registrar programa a_voz_do_brasil
21,1,0.9996054172515869,sra_presidente iniciar tribuna agradecer cada colega oportunidade convivêncio deixar registrar preocupação país constituição_federal clara todo igual perante lei modernamente contudo dever interpretar constituição seguinte maneira todo igual perante lei exceto ministro supremo_tribunal_federal criouse suprema_corte país clubinho onze ministro mandar desmanda tudo nação senador acovardar prender processo suprema_corte calam diante tal abuso evidente intromissão poderes_do_legislativo respor nenhum processo assomo tribuna alma lavar certeza discurso povo ver compreender clareza supremo_tribunal_federal usurpar competência poder_legislativo_de_nossa_nação ives_gandra decano jurista brasileiro certo feita supremo_tribunal_federal transformar grande partido oposição nação  discuto eleição passar discuto clareza sucessivo usurpação competência emanar suprema_corte país sucessivo abuso autoridade silêncio conivente casa deputado_arthur_liro silêncio conivente amigo mineiro presidente_do_senar senador_rodrigo_pacheco citar clareza algum abuso todo posser compreendêlo primeiro aspecto título_iv__da_organização_dos_poder constituição estabelecer evidente separação atribuição título_iv rasgar todo dia suprema_corte inquérito fake news presider ministro investigar denunciar acusar julgar tempo absurdo escárnio parlamento prisão parlamentar exercício mandatar casa curvar senado curvar deferir supremo stf manter prisão exercício mandato medida cautelar suspender rede social parlamentar exercício mandato evidente estridente abuso cpi assinatura suficiente casa dar andamento covardia plenário colegiado prisão pessoa competência algum digamme sentido ministro supremo_tribunal_federal determinar prisão pessoa foro prerrogativo função qualquer foro supremo_tribunal_federal evidente abuso evidente ofensa termo constituição tudo imprensa nada casa nada senado nada criminalização conduta lei congresso_nacional congresso_nacional criminalizar homofobia talvez consenso parlamento motivo postergouse outro momento supremo_tribunal_federal usurpar competência congresso_nacional editar abrer aspa verdadeiro norma jurisprudência emanar supremo dever seguida demais tribunal modernamente exclusão auxílio_brasil teto gasto público canetar emanar ministro_gilmar_mendes modernamente ainda decisão retirar emenda relator declarandoas inconstitucional todo saber decisão manifestamente político sentido lato termo sim sentido político partidário ativismo judicial emanar supremo_tribunal_federal tomar postura certamente subjugar eternamente história relatar momento congresso_nacional omitir maneira covarde silenciouse tomar medida dever tomar clamo participação demais ator bem lembrar colega deputado_marcel_van_hattem oab próprio ministério_público todo calar diante evidente abuso emanar suprema_corte país sra_presidente peçar vexo discurso constir programa a_voz_do_brasil
12,1,0.9996028542518616,classificar acordo alínea b inciso_ii_do__4 art 7 lei 14436 9 agosto 2022 art 9 emenda constitucional entrar vigor datar publicação sr_presidente desde privilégio designar relator pec vexo colocar texto consenso dentre maioria casa vexo trabalho extraordinário sentido estabelecer diálogo diferentes força político representar câmara_dos_deputado sentido pudéssemos auscultar sentimento todo parlamentar construir texto bem verdade obrigação dar novo eleger novo governo condição político jurídico colocar pé plano governo submeter crivo população brasileiro aprovar fato dois principal candidato presidente_da_repúblico defender auxílio_brasil bolsa_família vir chamar programa transferênciar renda valor 600 real todo brasileiro fato necessidade assegurar 150 real criança família bem autorizar correção salário pequeno percentual atribuir reposição inflação consubstanciar ficar demonstrar equipe transição novo governo absoluto necessidade reforma orçamentário sentido assegurar aumento orçamento novo governo orçamento frisese orçamento_que_o_atual governo qualquer incremento tocar político público exatamente chegar conta recuperação político público programa_farmácia_popular habitação popular atendimento universidade instituto valor 145 bilhão real senado_federal bem votar entender bem consenso câmara_dos_deputar ouvir todo reduzir prazo fixar 2 ano senado_federal 1 ano resolver questão ano vir novamente caso necessário ver projeto lei complementar discutir assunto novo arcabouço fiscal país último inserir far pec retornar senar assunto função decisão tomar ontem âmbito supremo_tribunal deixar rubrica emendar relator recurso sigla correspondente aplicação decidir meio acordo envolver todo força político casa tanto governo quanto oposição 50 19 bilhão real destinar famoso emenda relator atribuír emenda individual proporção dois terço câmara_dos_deputado terço senado_federal ocorrir emenda relator outro 50 distribuír forma acórdão ontem proferer maioria supremo_tribunal_federal sentido 50 destinar dotação executar diretamente ministério suprir lacuna ficar orçamento portanto sr_presidente procurar desincumbir bom maneira possível momento crítico passar país sobretudo tentar transformar texto perceber vontade maioria casa concluo palavra agradecer vez vexo confiança tornar relator texto expectativa câmara_dos_deputar nunca faltar povo brasileiro vez dê demonstração despeito percepção partidário colocar alto interesse brasil acima tudo acima todo parecer escrito_encaminhado mesa deputado_elmar_nascimento conteúdo do_discurso_encaminhado_não_encontrar
69,1,0.9995678663253784,discurso na_íntegra encaminhar deputado_bozzella sr_presidente outubro 2022 brasileiro puderam escolher próximo ano deputados_estaduais distrital deputados_federal senador governador presidente_da_república ocorrer república_federativa_do_brasil estado_democrático_de_direito todo emanar povo exercer meio representante eleitos diretamente conforme preconizar art 1 constituição_federal país cidadão exercer soberania popular urna meio voto direto secreto voto concedir eleitor escolher brasil desejar conduzir mudança político social necessário demanda concretizar quatro grande democracia mundo último eleição quase 125 milhão eleitor exercer direito voto número superlativo equivaler 79 brasileiro aptos votar ressalto índice abstenção segundo turno relação primeiro pequeno último cinco eleição baixo número voto branco nulo sr_presidente dar todo revelar povo brasileiro acreditar democracia participação vigoroso eleitor recente pleito evidenciar desejo atuar vida político país interferir ativamente destino todo eleição 2022 difícil história brasileiro desde promulgação constituição_federal vigente guerra trégua disseminação notícia falso confundir eleitor muitas vez prejudicar processo escolha consciente candidato bastasse forte movimento lançar dúvida quanto lisura processo eleitoral acirrar polarização provocar episódio violêncio coação eleitor inclusive dia eleição intempérie todo macular contudo vitória democracia manifesto processo eleitoral irrepreensível dar dúvida graças gestão firme transparente tribunal_superior_eleitoral ministro_alexandre_de_moraes momento tão importante história brasil ministro protagonistar democracia garantidor estado_democrático_de_direito combater diversos frente prontidão firmeza processo exigir urna refletir fielmente desejo cada eleitor so bsua coordenação série iniciativa garantir transparência confianço idoneid ade escrutínio destacor algum comissão_de_transparência_das_eleição programa_de_fortalecimento_da_imagem_da_justiça_eleitoral programa_de_enfrentamento_à_desinformação ressaltor participação missões_de_observação_eleitoral várias etapa pleito relatório produzir unânime reconhecer lisura processo eleitoral lisura ratificar tribunal_de_contas_da_união auditar milhar boletins_de_urna assim teste_público_de_segurança teste_de_integridade confirmar confiabilidade captação apuraçãor voto registrar reconhecer excelência todo trabalho prot ocolei junto mesa_diretora requerimento registrar voto louvor ministro_alexandre_de_moraes razão notável trabalho frente tribunal_superior_eleitoral reafirmor graças inestimável papel ministro processo eleitoral seguro confiável representante legitimamente eleitos oficialmente proclamar mérito brilhante atuação saímos processo eleitoral democracia ainda forte
