doc_id,topic,probability,preprocess_disc
377,0,0.9997015595436096,pt mg líder revisão orador matéria achar bom oposição votar vez optar obstrução explicar quê poeta seguinte frase todo resposta mudar pergunta fato legislaturo ficar marcar história dar cheque branco governo nunca apreçar democracia tratar pedir impeachment bolsonaro apresentar centena pedido impeachment bolsonaro cometer todo crime possível crime humanitário crime contra saúde público crime contra direito humanos crime política crime ódio crime fiscal cometer crime gritante crime contra democracia brasileiro emergência pagar 600 real bancada pt oposição defender desde 2019 governo levar crise econômico desde então 100 milhão brasileiro brasileira viver 413 real mensalmente chegar 600 real auxílio_brasil nunca empatia sensibilidade relação 600 real base governo bolsonaro próprio presidente_da_república questão emergência pôr dar golpe democracia lei eleitoral país rompimento paridade arma isonomia processo eleitoral certeza parlamentar confortável votar tanto verdade conseguir aprovar medida semana passado interromper votação conseguir ontem hoje processo novo sistema votação distância dever facilitar obtenção 308 voto risco democracia brasileiro além crime eleitoral flagrante crime constitucional artigo inconstitucional nenhum previsão constituição reconhecer emergêncio previsãor artigo tratar defesa civil vexas criar emergência artigo mentir sociedade brasileiro tremendo desonestidade intelectual trazer palavra imprevisível referir aumento preço derivar combustível chamar imprevisível aumento extraordinário vejam absurdo denunciar 3 ano 6 mês preço derivar petróleo dolarizar levar economia brasileiro quebradeira dolarizar preço combustível roubar povo brasileiro todo setor economia impacto enorme vejam taxa selic sair 2 1325   maria_do_rosário aumento 1 taxa selic retirar estado brasileiro 40 bilhão real ano derivar combustível brasil responsável endividamento 240 bilhão real ano ver conversa furar pegar 33 milhão roubalheira preço petrobras entregar pobre mentira  criar dívida 210 bilhão real pobre pagar anualmente serviço dívida matemático verdadeiro governo cometer crime aumentar valor contrato família casa próprio consignar trabalhador endividar governo colocar 78 milhão família situação inadimplência desempregado pessoa recurso abrir empreendimento tornar empreendedor consequência erro político preço derivar petróleo acontecer apesar contribuição governador perder receita retirar icms incidente sobre combustível governador bolsonaro nada compromisso baixar preço derivar petróleo eliminar política preço paridade importação aí sim preço litro gasolina 3 real preço bujão gás 50 real mentira demagogia transferir terceiro responsabilidade portanto casa total condição garantir pagamento auxílio financeiro 600 real preservar constituição necessidade algum romper política teto gasto reconhecer emergência necessidade algum romper regra ouro reconhecimento emergência vexas romper teto gasto vexas romper regra ouro fim ano passado aprovar pec calote votar pec_dos_precatórios necessário reconhecer emergência agora meio processo eleitoral dar cheque branco golpista dever palácio_do_planalto crime cometer crime gritante peçar participar cúmplice crime crime eleitoral crime levar democracia ficar vulnerável certeza governo_bolsonaro utilizar emergência golpe democracia século xxi ar legalidade evidente tratar golpe eleitoral criar fundo fundão eleitoral 41 bilhão real específico governo perder eleição primeiro turno fundão eleitoral alguém vir ética transparência honestidade fundão assim oposição reconhecer ajudar povo oposição reconhecer provisoriamente bolsa eleitoreiro durante 3 mês terminar 1 mês após segundo turno necessário programa permanente orçamento receitar programa permanente 4 ano piso transferênciar renda 600 real família morar avós família 3 4 filho valor piso teto bolsa_família renda per capita combater extremo pobreza renda diferenciar programa erro concepção saída propor pobre resolver problema jogo cenar mentira povo brasileiro saber dar resposta urna derrotar governo bolsonaro logo primeiro turno
26,0,0.9996553659439087,cumprimento sr_presidente presente casa dirigir momento todo população brasileiro assistir àquele diante decisão histórico brasil ver algo bem diferente colega anteceder momento delicar beira limite civilização barbárie país digo saiar rua centro urbano grande cidade prefeito cidade fortaleza 8 ano eleita reeleita saber exatamente quanto aumentar sofrimento povo hoje saímos rua ver infelizmente pessoa mendigar muitas vez andar filho criança lado pedir comida lembro presidente_lula assumir 2002 conseguir povo brasileiro três refeição dia momento 2002 mapa_da_fome cumprir missão vida fizemos além brasil sair mapa_da_fome avançar avançar política social costumor momento brasil passar enfrentar encontrar brasil passar perceber partir 2002 governo_do_presidente_lula país raça etnio diverso começar compreender negro negro lutar tanto tempo contra preconceito parte todo processo construção cultural política brasil começar compreender população indígena espalhar todo canto país população indígena índio merec respeito povo originário reconhecir terra demarcar brasil entender país potente país homem mulher trabalhador forte valente pessoa guerreiro capaz tirar todo dia necessário leite pedrar uso metáfora respeito dificuldade povo brasileiro passar todo dia mãe família quatro cinco filho pai família desempregado buscar emprego mercado trabalho encontrar forma atual presidente_da_república lidar pandemia permitir 400 mil pessoa morrer atraso vacino corrupção comprar vacina negacionismo estabelecer fala estúpido grosseira agressivo imitar falta ar momento pequeno empatia ouvir significar amor próximo significar olhar outro percepção todo humanos filho deus filho civilização momento histórico viver agora atual presidente_da_república bolsonaro expresidiário algum momento presidiário sistema militar devido mau comportamento carreira medíocre usar forças_armadas usar exército saber existir gente bom hoje cumprir papel instituição expresidiário verdade machista misógino racista preconceituoso agora dúvida sobre pedófilo ninguém ouvir dirigir jovem militante direito humano vereadora_de_fortaleza conduzi cpi contra exploração criança adolescente tipo coisa bem característico pessoa veer criança 14 15 ano oportunidade sexual sim além tudo bolsonaro corrupto sim anteceder direito palavra razão mandato direito povo brasileiro verdade bolsonaro filho viver corrupção bolsonaro comprar 51 imóvel junto família dinheiro vivo deputado_ou_a_deputar casa viver salário corrupção falcatrua conseguir ficar rico empresário chegar bem financeiramente nada contra ganhar dinheiro forma lícito ganhar dinheiro empreender enfim ganhar forma honesto usar política ganhar dinheiro saber bolsonaro continuar além tudo corrupto pegar cartão corporativo determinar 100 ano sigilo relação cartão corporativo grave existir decisão apoiar bolsonaro várias questão vários corte assustar situação brasil rico apoiar bolsonaro turma faria_lima apoiar bolsonaro turma grana apoiar bolsonaro tudo certo apoiar bolsonaro compor minorio população brasileiro apoiar todo pessoa classe médio setor popular situação simples assim estaríamos ganhar amplamente eleição infelizmente fake news contar pessoa simples chegar todo dia enganar pessoa forma subterrânea informação vir esgoto deep_web todo setor tornar público opinião corroer democracia brasileiro tentar criar pensamento outro falso contra pessoa forma geral afetar diretamente democracia finalizar pronunciamento sr_presidente inscrever novamente concluir raciocínio continuar brasil tanto preocupar momento obrigar
426,0,0.9996404051780701,pt mg líder revisão orador   general_peternelli carinho condução trabalho casa sempre equilibrar ponderar vexo estabelecer oportunidade contraditório querar inicialmente fato brasil encontrar caminho superação fome carestia desigualdade brasil encontrar política econômico capaz gerar bom emprego gente brasil ainda encontrar caminho enfrentar dragão inflação inflação corroer compra sociedade brasileiro especial ganhar 2 salário mínimo amplo maioria sociedade brasileiro 70 população inflação tirar povo brasileiro lazer cultura garanter três refeição dia corroer todo processo renda povo brasileiro origem importante brasileiro brasileiro certeza origem inflação originar erro político econômico monetário governo bolsonaro especial dolarização economia brasileiro economia começar dolarizar partir momento bolsonaro autorizar adoção preço paridade   internacional derivar petróleo setor economia dependente derivado petróleo brasil quase todo dolarização causar volta inflação deixar país extremamente vulnerável necessário 3 ano 6 mês denunciar política quebrar economia brasileiro político endividar povo brasileiro política endividar família brasileiro denunciar pedir presidente_da_república exercer papel comando papel controlador majoritário petrobras mudar política preço enfrentar lucro exorbitante acionista petrobras partir aí coragem tomar decisão buscar encontrar inimigo terceirizar cada vez responsabilidade acusar governador sistema tributário deixar botijão gás passar 120 real litro gasolina custar 8 real primeira vez óleo diesel custar preço litro gasolina consequência endividamento quase todo setor economia brasileiro agora véspero eleição governo tentar vez terceirizar próprio responsabilidade meio congresso   nacional tentar retirar crime eleitoral golpe eleitoral inventar emenda constitucional algo sempre defender auxílio financeiro renda_brasil bolsa_família importar nome 600 real dever programa permanente 600 real programa provisório auxílio_brasil datar terminar dia 31 dezembro 2022 1 mês após eleição nenhum previsão orçamentário 2023 povo brasileiro bobo saber fato governo promover estelionato eleitoral povo saber tentar enganar consciência gente único saída resolver caos crise fome misério desigualdade colocar governo bolsonaro política econômico sentido bancada partido_dos_trabalhador protestar emenda constitucional criar emergência constar data terminar emergência piar mentira farsa ainda abrir possibilidade movimento golpista expressar general_braga_netto aceitar resultado urna dúvida casa votar emenda constitucional artigo criar emergência casa admitir justificativa emergência inesperado aumento preço combustível impacto social denunciar 3 ano 6 mês caminho resolver preço derivar petróleo brasil caminho fortalecer refinaria investir tornar brasil autossuficiente refino caminho tributar lucro dividendo caminho nacionalizar preço contabilizar custo inexistente paridade preço precificar custo existir caminho cobrar imposto exportação óleo cru obrigatoriedade refino brasil caminho criar imposto extraordinário sobre lucro empresa fato devolvermos dinheiro povo brasileiro fato termos político adequado abaixar definitivo preço óleo diesel gasolina botijão gás caminho emenda constitucional rasgar constituição sistema eleitoral lei eleitoral país criar programa provisório quanto programa favorável defender auxílio_brasil valegás 24 milhão família 5 milhão família valor botijão mês cada 2 mês bancada partido_dos_trabalhador apresentar proposta então absurdo casa votar emenda constitucional reconhecer emergência
158,0,0.9996184706687927,sra_presidente povo brasileiro acompanhar sessão câmara_federal agradecer líder_da_minoria deputado_alencar_santano ceder tempo representar visão oposição sessão cumprimentar líder bancada deputado_reginaldo_lopes frente subor tribuna manhã quintafeira exatamente conversar brasileiro sobre decisão histórico país viver próximo 60 dia brasil viver hoje impacto grande engano brasil viver hoje consequência piores talvez mau governos_da_história_do_país governo constituir cima rede mentira constituir cima ambiente infelizmente parte população levar erro conjunto mecanismo sofisticar construção versão falso narrativa procurar gerar algum tipo compreensão basear técnica cujo uso hoje permitir rede social conjunto mecanismo rede ódio intolerância narrativa deputado_alencar levar parte população engano hoje ampliar diálogo brasileiro brasileira votar bolsonaro 3 ano meio hoje claro sensação levar erro retomar rumo democracia país deputada_erika_kokay pessoa perceber atual alto cargo país função grande responsabilidade qualquer brasileiro colocar cadeira espaço espaço alimentar rede ódio intolerância conflito espaço proteger interesse pequeno grupo familiar levar país profundo crise brasil viver grande crise econômico último década grande inflação último 28 ano voltar desemprego preço alimento explodir empresa área estratégico caso setor petróleo gás energia vender sucatear resultado povo brasileiro tarifa cada vez alta serviço cada vez desqualificar bolsonaro conduzr governo levar grande devastação amazônio grande destruição mecanismo proteção ambiental país mecanismo necessidade qualquer nação moderno desenvolver bolsonaro levar destruição estrutura dever proteger sustentabilidade país acima tudo perceber perder eleição bolsonaro acelerar processo tentativar criar ambiente anarquia brasil ambiente sugerir sistema eleitoral brasileiro problema sistema funcionar década testar auditar permanentemente controlar bolsonaro insistir preparar ambiente anarquia país saúdo tribuna ontem presidente_do_senar deputada_fernanda_melchionna momento adequado sistema eleitoral brasileiro hígir respeitar vontade povo brasileiro maioria eleger esperar trabalharei lula_o_presidente assumir presidência dia 1 janeiro mudar rumo país novo deputada_erika_kokay critico tribuna silêncio arthur_lira silêncio cúmplice arthur_lira diante ataque cotidiano bolsonaro urna instituição democracia silenciar proteger ficar protesto saber centena concordar silêncio deputado_arthur_liro ocupar presidência_desta_casa eleger dever proteger democracia encerramento dedico todo brasileiro todo brasileira lutar democracia ajudar construir candidatura presidente_lula candidatura ciro_gomes candidatura simone_tebet todo comprometir defesa solução brasil chegar briga inócuo chegar intolerância chegar ódio homenagear novo marcelo_arruda assassinar bolsonarista fanático rede ódio intolerância capaz entrar aniversário cidadão brasileiro digno matálo sangue frio cidadão defender candidatura lula tipo postura retirar vida público nacional précandidaturar lula trabalhar ideia repactuar país dialogar pessoa pensar diferente sentar mesa preservar democracia pacificar país brasil voltar crescer gerar emprego melhorar renda pessoa povo brasileiro parabéns quase 1 milhão brasileiro assinar carta plural defesa democracia movimento amplo país carta deputado_marcelo marcar história brasil quase 1 milhão brasileiro defender democracia alertar bolsonaro servir futuro país
25,0,0.9995915293693542,luizianne_lim presidir trabalho demais parlamentar presente outro acompanhar internet dialogar povo brasileiro saber partir hoje brasil debate acalorar ouvir agora bolsonarista reagir tribuna medida tribunal_superior_eleitoral referir fake news achar interessante povo reaja tomar medida nunca possível coibir impedir 100 difusão mentira propagar meio comunicação país divulgar todo santo dia absurdo vir ocorrer relação propagação mentiro fake news mentira oficial propagar programa televisão outro meio comunicação jovem_pan emissora rádio sim aparelho propaganda extremadireitar país aparelho propagandar contra democracia contra colocar favor democracia blog site virar veículo propaganda eleitoral extremadireitar 24 hora dia agora ministro_alexandre_de_moraes acertadamente buscar dar equilíbrio disputar eleitoral agir contra uso fake news veículo comunicação dever equilíbrio isenção contrário lado ministro baixar medida coibir atitude vir agora reação desesperar saber exemplo mentira informação propagar todo dia veículo lula eleger fechar igreja assistir país lula presidir brasil 8 ano saber nunca contrário sancionar lei marcha_para_jesus sancionar lei liberdade religioso agora coisa verdade lula usar igreja partido político conheçar pessoa algum parente queixoso pastor transformar igreja aparelho partidário distanciandose fiel pensar forma diferente saber mentira sobre família pouquinho sobre família olhar acontecer semana cidadão tão protetor família menina venezuelano mostrar indício claro pedofilia mau comportamento presidente_da_república ministra_damares estado promover episódio tornar vergonha internacional mentira usar tentativa jogar opinião público contra menina marajó mentira absurr aliás responder ainda ministério_público ministra tomar atitude então tudo jogada eleitoral outro assunto investigar história querido amigo colega deputado_vicentinho atitude certos empresário empresário mal empresário autoritarismo pará virar notícia nacional internacional dono olaria tudo gravar lá vídeo oferecer 200 real funcionário votar bolsonaro fechar fábrica lula eleger ameaçar trabalhador assisti outro vídeo ouvir áudio empresário solução bolsonaro ganhar prender título carteira identidade todo documento fotor funcionário impedir votar olhar situação absurdo chegar claro dar bom exemplo lá receber multa 150 mil real tentativa compra voto multa dano moral empregado longe ministro_alexandre mandar prender cara multa pagar estrago processo democrático preciso cometa tipo crime prisão repita dir vexas preservar minimamente processo democrático voto inclusive ministro_barroso acertadamente autorizar fornecimento transporte público gratuito dia eleição obrigatório votar obrigatório transporte gratuito pessoa votar exigir voto obrigatório dar transporte pessoa votar trabalhador trabalhador deixar levar mentira deixar levar falso pregador tentar ludibriar opinião público coragem saber viver lula bom história país bom próximo ciclo coragem votar denunciar fake news denunciar empresário coagir liberdade voto sra_presidente
47,1,0.9994983673095703,sra_presidente gostar agradecer querido estado_do_tocantins expressivo votação obtir eleição dia 2 outubro conseguir dobrar número voto obtir último eleição campanha duro difícil estado vez sinal televisão tocantins alcançar margem belémbrasília rodovia cortar estado_de_sul norte cidade distante belémbrasília difícil demais alcance sinal televisão principalmente horário eleitoral sra_presidente tocantim conseguir vitória lula primeiro turno lula obter 5026 voto dar resposta lula vez trazer grande obra estruturante tocantins novo federação 11 instituto federal lá existente 10 criar lula criar universidade_federal_do_tocantim primeiro universidade federal recentemente criar universidade_federal_do_norte_do_tocantim sede cidade araguaíno presidente_lula construir tocantins 40 mil casa popular presidente_lula através programa_luz todo iluminar todo propriedade rural estado_do_tocantins grande média pequeno além distrito povoar tocantins agradecer lula obra estruturante estrada conseguir recuperar construir upa unidades_de_pronto_atendimento construír lá hospital regional todo ampliado recuperado mandato presidente_lula através lula conseguir instalar grande cidade samu salvar vida querido estado forma sra_presidente agradecemos número assentamento reforma agrário criar estado_do_tocantim vocação agricultura familiar através financiamento advinr pronaf programa_nacional_de_fortalecimento_da_agricultura_familiar conseguir tocantins recuperação rendo trabalhador agricultura familiar crescer estado_do_tocantins sra_presidente poderíar deixar lembrar atual infelizmente deixar obra sequer lembrança estado_do_tocantins gostar desafiar qualquer tocantinense sul norte obrar destaque construir presidente_bolsonaro estado_do_tocantins contrário nenhum obra único obra criar tal orçamento secreto todo certeza parlamento mudança mau eleição pessoa vir cá custar dinheiro custar serviço prestar durante todo vida infelizmente dinheiro circular campanha sra_presidente principalmente estado_do_tocantim vergonhoso candidato nenhum conhecimento estado_do_tocantins eleitos expressivo votação comprar votar todo espécie tentar melar eleição porém povo tocantins saber grato querido presidente_luiz_inácio_lula_da_silva campanha fizemos exemplo cima carro som vez acidente trânsito começar ano 2021 parar cadeira roda companheiro parlamento ver circular câmara_dos_deputado cadeira roda utilizar carro som sra_presidente circular 139 município estado_do_tocantins fiz grande alegria grande prazer levar campanha município sequer ouvir horário eleitoral saber sequer candidato governador tocantim saber disputa presidencial saber candidato governador_do_estar candidato reeleição através campanha fizemos conseguir levar município estado_do_tocantins proposta lula bom nome governar país sra_presidente exame saúde agendar lá base bandeiraço reunião garantir presidente_lula candidato número 13 saia vencedor novamente estado_do_tocantins possar aumentar ainda percentual voto alcançar eleição dia 2 outubro possamos aumentar ainda votação 13 estado_do_tocantim companheiro companheir estado_do_tocantins contar deputado_federal_célio_moura sinto vitorioso vez dobrar votação conseguir alcançar quociente eleitoral lá fiz bom combate rua debati sociedade bom caminho estado_do_tocantins certeza absoluto debate buscar cidade estado_do_tocantins bom projeto segundo turno 13 vitorioso possamos garantir estado tocantins volta presidente_lula tocantins lula ar respirar tocantins ver atual governo nenhum obra sequer aprovar construir inaugurar tocantins esperança sra_presidente voto lula dia 30 outubro lula_presidente  sra_presidente gostar divulgar programa a_voz_do_brasil
39,1,0.9994445443153381,sra_presidenta querar primeiramente cumprimentar todo colega retorno plenário câmara eleição momento cumprimentar população minas_geral agradecer importante votação 81 mil voto possibilitar reeleição deputado_federal gratidão grato cidade governador_valadares dar grande votação cumprimentar população teófilo_otoni agradecer votação lá segundo grande votação teófilo_otoni vale_do_mucuri aproveitar oportunidade convidar todo população minas_geral abraçar presidente_lula próximo sextafeira dia 21 teófilo_otoni nome prefeito daniel_sucupira cidade teófilo_otoni convidar todo encontro presidente_lula caminhar construir condição próximo dia 30 derrotar projeto aí eleger lula_presidente eleger projeto democrático cuidar população estado_de_minas_gerais todo brasil então todo convidado próximo sextafeira dia 21 outubro teófilo_otoni minas_geral receber presidente_lula agradecer cidade bom_jesus_do_galho prefeito padre_aníbal campanha alegre festivo fizemos cidade consequentemente votação importante contribuir eleição agradecer viceprefeito_claudinho lá piedade_de_caratinga batista prefeito_de_imbé_de_mina dr_laércior pessoa todo população joão_monlevade importante votação cidade agradecer ronaldo prefeito_de_crisólita importante votação cidade crisólito região vale_do_mucuri pavão importante votação prefeita_jane_carla candão viceprefeito assim todo liderança ajudar construir votação importante cidade pavão agradecer pirapora lá norte mina janaúba enfim todo cidade estado_de_minas_geral contribuir eleição 81 mil voto garantir reeleição deputado_federal companheiro companheira correio apoiar voto quase todo cidade estado_de_minas_geral graças trabalho servidor servidora correio apoiar reeleição gostar agradecer todo trabalhador minas_geral projeto defender agroecologia agricultura familiar defender sobretudo geração emprego renda assumir compromisso vez compromisso campanha assim assumar compromisso mandato anterior universidade federal consolidar projeto universidade federal início minas_geral governo_do_presidente_lula presidenta_dilma projeto praticamente estagnado parado prejudicar atual governo recuperar projeto educação universitário universidade instituto federal estado_de_minas_geral assumir compromisso presidente_lula lá mina conclusão obra ligar belo_horizonte governador_valadar além construção novo ponte sobre perímetro urbano governador_valadares assumir compromisso consolidar projeto sudene superintendência_do_desenvolvimento_do_nordeste 81 município projeto autoria tramitar câmara_dos_deputado incluir valadar 80 município sudene receber região cinco agência banco_do_nordeste mantena aimorés inhapim guanhães governador_valadar dúvida nenhum alavancar desenvolvimento sustentável região eleição presidente_lula próximo dia 30 novo tempo minas_geral sobretudo região desenvolvimento implantação sudene banco_do_nordeste região momento gostar cumprimentar agradecer todo gostar ontem oportunidade participar brasílio audiência tse ministro_alexandre_de_moraes juntamente vários vários partido todo 10 partido compõem coligação defender eleição presidente_lula apresentar preocupação fake news sobretudo assédio moral sobre classe trabalhador algum patrão despreparar ameaçar trabalhador trabalhadora participar votação próximo dia 30 absurdo retrocesso contestar tipo prática país conviver país democrático trabalhador trabalhador impedir votar contribuir abstenção ver ganhar eleição tudo iremos eleição próximo dia 30 derrotaremo projeto aí eleger lula_presidente sra_deputar
481,1,0.9994047284126282,bloco__pt mg discutir revisão orador inscrevi discussão notadamente ldo posição partido_dos_trabalhador comunicar líder contrário aprovação lei_de_diretrizes_orçamentária alguém votar contra ldo realmente ruim ldo cara governo bolsonaro corte educação corte saúde corte ciêncio tecnologia corte área social corte agricultura familiar cortar cortar acolá bolsonaro mão tesourar tudo social cortar lei_de_diretrizes_orçamentárias posição evidentemente contra aprovação ldo preciso algo melhorar vida povo brasileiro mercado retirar pobre orçamento vir presidente_lula preciso colocar pobre orçamento lei_de_diretrizes_orçamentárias contrário além disso manter vício preciso derrotar congresso_nacional tal rp_9 chamar emenda secreto emenda relator excrecência vida parlamento aquinhoar emenda favorável governo político servir portanto tomar lá dar cá enorme senar câmara_federal rp_9 continuar ano 165 bilhão agora estipular volume grande 19 bilhão liquido qualquer política público interior qualquer governo codevasfr pedir façam poço artesiano município semiárir codevasfr centavo furar poço artesiano política público apenas parlamentar troca voto votar contra povo outro situação colocar tal emenda paralelo orçamento secreto fundo_nacional_de_desenvolvimento_da_educação prestar atenção senador senadora 98 verba fnde hoje emenda secreto orçamento paralelo educação político público dado oficial fizemos outro dia audiência público câmara presença fnde confessar dar recurso emenda orçamento paralelo 98 pasmar recurso fnde educação público aguente tudo partir critério técnico critério social sus vir agora escândalo extração dentário cidade maranhão arrancar todo dente população ainda sobrar dinheiro através emenda rp_9 portanto rp_9 retirar lei_de_diretrizes_orçamentárias orçamento_do_congresso_nacional método parlamento sentido votar contra causa rp_9 tentar tirar excrescência lei_de_diretriz   orçamentário agora impositividade ainda mau deputado_enio colocar 19 bilhão forma impositivo relator presidente_da   comissão_de_orçamento senar   da_câmara decider tudo relação verba destino país discussão político público belprazer formarse maioria parlamento verdade ditar forma impositivo amarrar especial futuro presidente_da_república parecer bolsonarista saber luiz_inácio   lula_da_silvar então golpe orçamentário evidente permitir acontecer impositividade retirada relator agora entender vitória oposição bode sala colocar retirar condescendente lei_de_diretrizes_orçamentárias forma condescendente rp_9 termino peçar v_exa apenas minuto lamentar episódio gravíssimo repercussão necessário congresso assassinato militante petista militante bolsonarista arma mão entrar festa assassinar rapaz lá foz_do_iguaçu soar campainha bloco__pt mg congresso_nacional permitir ocorrer sequência violêncio vir aumentar uberlândia onde jogar bomba fez lá minas_geral rio_de_janeiro agora bolsonarismo arma mão tentar barrar democracia brasileiro repúdio congresso grande agora
135,1,0.9993095397949219,sra_presidenta deputado_vicentinho conosco bem líder deputado_reginaldo_lopes deputado_luizão demais colega hoje terçafeira 19 hora tribunal_superior_eleitoral pauta pedir subscazrr qualidade líder_da_minoria demais líderes_dos_partidos_de_oposição consulta eleitoral dia eleição proibir porte arma diante processo democrático processo debate divergência político totalmente natural legítimo permitir disputa eleitoral violento polarizar deixar polarizada lado ódio outro amor lado fome outro comida prato lado morte outro vida lado estímulo violência outro paz episódio recente demonstrar importância necessidade decisão favorável hoje tribunal_superior_eleitoral uberlândia deputado_reginaldo_lopes vexo lá jogar veneno pessoa lá acompanhar comício expresidente_lula identificouse autor buscar apreensão processo correr contra pessoa cometer atentado rio_de_janeiro homem arremessar bomba caseiro expresidente_lula lá foz_iguaçu pessoa assassinar celebrar 50 ano vida celebração vida momento festivo alegre familiar amigo simplesmente tirar vida marcelo festa cujo tema presidente_lula pt deputado_reginaldo_lopes pois lá chegar pessoa atirar demonstração violêncio vil covarde absurdo qualquer tipo violência fim semana brasília capital dono restaurante vila_planalto vários lá almoçar pedir pessoa candidata deixar barulho som porta conversa pessoa lá atirar dono estabelecimento demonstração clima violência algum estimular praticar estimular seguidor flexibilizar porte arma calibr quantidade munição tempo sair matar tempo população armar tempo pedir seguidor saber dia eleição dia temor dia ameaça dia receio eleitor votar maneira livre consciente tranquilo nenhum tipo medo vir cena 2018 pessoa votar portar revólver imaginem agora diante estímulo recente presenciar arma eleição combinar antagônico dia 2 outubro datar celebração encontro país futuro briga ameaça violência entrar consulta eleitoral tse deputado_reginaldo_lopes vexa assinar líder bancada pt proibir porte arma dia eleição imaginem receito eleitor votar dia mesário servidor justiça_eleitoral convocar trabalhar ajudar dia eleição sofrer ameaça demais servidor público acompanhar cartorário professor professora escola acompanhar processo eleitoral permitir nenhum tipo ameaçar esperar tribunal_superior_eleitoral decidir favoravelmente consulta proibir porte arma dia eleição acontecer tragédia pessoa responsabilizar paz tranquilidade respeito democracia eleição tranquilo seguro candidato trabalhar eleição especialmente eleitor
314,1,0.9992154836654663,pt sp discutir revisão orador r_presidente ilustre senador_rodrigo_pacheco senador senadora povo brasileiro venhar tribuna denunciar violência político praticar base governo jair_bolsonaro liderar presidente_da_república jair   bolsonaro presidente_lula participar ato político uberlândia minas_geral dia pessoa meio drone soltar elemento químico sobre população presente elemento químico mal pessoa além jogar pessoa correr acidentar momento seguinte segundo ato político rio_de_janeiro lançar bomba atingir pessoa participar ato político pessoa corrido alguém porventura morrer momento dois investigação conduzir militante próbolsonaro cidade foz_do_iguaçu último fim semana militante pt marcelo_arruda tesoureiro partido foz_do_iguaçu comemorar aniversário filho esposo bolsonarista entrar festa aniversário atirar matar militante marcelo_arruda verdade estimular violência todo nome jair_messias_bolsonaro estimular violência primeiro argumento segundo programa terceiro pesquisa demonstrar baixo índice desejo população votar quarto causa degradação situação econômico social agora político ante prática violência político cujo precedente brasil conhecer regime democrático caso violência praticar fim semana foz_do_iguaçu dia liderado deputada_gleisi_hoffmann senador   randolfe_rodrigues deputado_paulinho_da força vicegovernadora_luciana_santos pcdob pgr procuradorgeral_da_república augusto_aras pedir investigue discurso ódio rede bolsonarista violento atacar ato político tribunal   superior_eleitoral pedir investiguar discurso ódio multar partido presidente_da_república instaurar inquérito investigálor momento democracia brasileiro impedir simpatizante candidaturar   lula participem ato político manifestar democraticamente campanha político campanha debate político debate programático campanha violência político prometer antidemocrático violento presidir brasil momento difunder discurso ódio  senador_eduardo_gomes líder_do   governo senador   eduardo_gomes gostar pedir vexo peça   da_república repudier tipo atitude aliás cínico matar marcelo_arruda membro partido seguidor ligar irmão vítima peçar portanto senador_eduardo_gomes aconselhe   da_república debater ideia debater programa comemorar democracia contrário custar caro tipo escalada autoritário campanha prometer eleição inadmissível exigir debate político elevar exigir fim discurso ódio fim violência político processo eleitoral sr_presidente
