doc_id,topic,probability,source_file,preprocess_agenda
392,0,0.9998209476470947,conteudo programatico mdb_preprocess.csv,país causar caminho brasil expediente comissão executivo nacional mdb baleia rossi sp 1 vice elcione barbalho pa 2 vice confúcio moura ro 3 vice carlos chiodini sc secretário geral hercílio coelho diniz mg 1 secretário adjunto eunício oliveira ce 2 secretário adjunto washington reis rj tesoureiro marcelo castro pi tesoureiro adjunto sérgio souza pr secretária nacional mulher kátia lôbo rj secretário executivo mdb reinaldo japa takarabe líder bancada senar senador eduardo braga am líder bancada câmara federal isnaldo bulhão al diretoria administrativo fundação ulysses guimarães alceu moreira rs vice edinho araújo sp diretor formação político simone tebet ms diretor relação institucional rafael goes brito al secretário geral welington coimbra es diretor tesoureiro hildo augusto rocha neto ma diretor suplente renato guimarães adur pr simone curraladas santos sp valdir vital cobalchini sc conselho curador wellington moreira franco rj vice carlos alberto chiodini sc 127 126 fundação ulysses guimarães mdb conselheiro titular edem ferreira santos ap gabriel vieira souza rs henderson lira pinto pa nelson tadeu filippelli df norton soares rosa rs palmínio altimari filho sp paula cristina titan rebello pa regina heurich perondi rs roseano sarney murad ma veneziano rego segundo neto pb walter vicioni gonçalves sp washington aparecer santo sp conselheiro suplente dirce aparecir heiderscheidt sc genebaldo souza correia ba joão lúcio magalhães bifano mg josé wanderley neto al romero jucá filho rr conselho formação político editorial josé fogaça rs vice raul henry pe conselheiro confúcio aires moura ro daniel neves fazer sp elisiane silva rs gabriel sousa marques azevedo mg joão victor villaverde almeida sp josé aldo rebelo figueiredo sp josé fernando silva santos ba josé frederico lyra neto go luís felipe loro rs marcelo costa castro pi robert bonifácio silva go thatiana oliveira df thiago alexandre rodrigues silva mt país causar caminho brasil equipe técnico fundação ulysses guimarães secretário executivo guto scherer secretário executivo adjunto fabrício renner departamento comunicação gustavo torquato cabral araújo coordenador comunicação marcela nunes fernandes coordenador publicidade produção realização encontro brasil precisar pensar brasil coordenação executivo elizabeth leão execução realização evento shara brogio ponciano arruda coordenador gabinete diretoria relacionamento institucional thatiano souza marcial produtor evento storiar evento projeto cobertura digital gabriel passo miranda triad comunicação agência moove josé henrique peres coelho coordenação marketing relacionamento interno rafael zornr ramo triad comunicação agência moove acervo histórico mdb fug adriano ceolin evelise zimmer neve grupo trabalho deiselene nascimento basto coordenadora departamento natália rangel executivo conta agência moove marga acioli head novo negócio agência moove elaboração documento político programático coordenação brasil precisar pensar brasil josé aldo rebelo figueiredo coordenador geral josé fogaça raul henry josé luiz fuscaldo formulação conteúdo gustavo grisa renata carvalho rodrigues revisão luís felipe loro projeto gráfico diagramação agência moove fotografia acervo fug agência moove banco imagem getty images criação ir chatgpt fundação ulysses guimarães mdb agradecer todo aceitar convite contribuir ideia propor durante evento virtual presencial realizar fug
278,0,0.9998016953468323,conteudo programatico mdb_preprocess.csv,visão escola futuro sintetizar espaço inovador educação novo forma aprendizagem espaço físico contemple ambiente capaz conectar aluno qualquer bairro cidade brasileiro tecnologia inovação novo modelo aprendizagem dever estimular implementação escola currículo acadêmico enxuto alto expectativa aprendizagem parte currículo voltar desenvolvimento aspecto vida emocional soft skills educação digital todo currículo inclusive sobre limite uso adequado recurso digital em este direção alfabetização idade certo dever tratar prioridade absoluto experiência bem sucedir demonstrar forte articulação interfederativo possível superar atraso em esse processo fator comprometer desempenho escolar longo vida outro fator determinante melhora qualidade educação residir grande vital redirecionamento país causar caminho brasil principal ideia propor político iniciativa execução regulamentação estímulo primeiro infância educação infantil integração ação saúde social integração ação principal prioridade dever fortalecimento assistência integral criança brasileiro primeiro infância etapa decisivo desenvolvimento humano fundamental estabelecer atuação articular área saúde educação assistência social sistema justiça integração dar acompanhamento contínuo esfera governança primeiro infância ação primeiro infância hoje âmbito snapi secretaria nacional atenção primeiro infância ministério desenvolvimento assistência social dever fortalecir possibilitar grande atuação interministerial gestão primeiro infância dever enfatizar colaboração integração todo esfera critério priorização vaga creche conforme perfil criança atendir priorizar criança situação pobreza família beneficiário programa social b criança situação monoparentalidade c criança mães economicamente ativo empregabilidade dependente disponibilidade vago visita domiciliar família vulnerabilidade âmbito ação integrar educação saúde assistência social município fundamental intensificar programa visita domiciliar família promover grande sinergia político público ampliar efetividade cuidado infâncio incorporação meta avaliação educação infantil saeb educação infantil dever integrar saeb sistema avaliação educação básico criar sistema avaliação próprio específico etapa essencial avaliação contemplar desenvolvimento integral criança considerar múltiplo dimensão aprendizagem desenvolvimento 93 92 fundação ulysses guimarães mdb formação inicial continuar professor político abrangente carreira docente qualidade motivação docente aspecto decisivo qualidade educação mudança passar novo forma recrutamento seleção formação engajamento permanente estratégia atingir objetivo político adotar dever ter caráter abrangente dever explícito sistema nacional educação transição modalidade ensino licenciatura majoritariamente presencial dever estimular curso licenciatura contir grande possível carga horário presencial superar patamar prever regulação vigente estabelecer mínimo 50 aula presencial necessário promover mudança diretriz nacional formação docente regulamentar forma claro modalidade presencial semipresencial recomendar regra geral licenciatura adotar pouco 70 carga horária presencial reservar modelo 50 exclusivamente contexto geográfico específico desafiador pleno implementação prova nacional docente bolsa professor bom desempenho tornar obrigatório prova nacional docente ingresso carreira docente certificação nacional carreira respeitar regra edital estadual municipal fazer pontuação provar critério primordial classificação poder criar bolso remuneração extra permanente segundo carreira além acesso formação continuar professor certificar bom pontuação vez atendir seguinte critério desempenho escola ideb assiduidade pontualidade além participação formação continuar
288,0,0.9996600151062012,conteudo programatico mdb_preprocess.csv,caminho brasil principal ideia propor político iniciativa execução regulamentação estímulo ampliação ensino integral gestão escolar meta assertivo intensificação esforço expandir oferta educação integral apoio financeiro técnico governo federal fim cumprir novo meta alcançar 35 matrícula tempo integral 2030 necessário revisão meta plano nacional educação pne permitir avancar progressivamente atingir totalidade matrículo educação básico regime integral atendimento requisito mínimo específico oferta educação integral carga horário pequeno sete hora diário 35 hora semanal oferta três refeição nutritivo balancear ambiente escolar incentivo ampliação número professor jornar dedicação exclusivo adequado ensino integral oferta três refeição diário ensino fundamental dever estendir gradualmente todo escola público brasileiro independentemente modalidade ensino 2035 apoio pleno implementação novo ensino médio todo brasil itinerário formativo esforço erradicação analfabetismo absoluto brasil 2030 desenvolvimento estímulo implantação carreira gestor escolar implantação indicador finalístico gestão escolar informação unidade escolar todo país 97 96 fundação ulysses guimarães mdb consideração inteligência artificial modelo pedagógico estabelecimento diretriz nacional uso inteligência artificial ir educação todo nível ensino garantir alinhamento ético pedagógico tecnológico destinação recurso específico investimento infraestrutura conectividade implementação base curricular tecnológica voltar ensino aplicação ir escola revisão adequação formação docente focoer capacitação técnico pedagógico uso consciente inovador ir tanto prática educativo quanto gestão escolar promoção alfabetização digital básico formação crítico voltar desenvolvimento competência digital essencial raciocínio lógico pensamento computacional preparação trabalho inovação elaboração código ética nacional orientar uso responsável seguro ir educação atenção proteção dar transparência algoritmo discriminação início implantação estruturar iniciativa basear ir escola técnico instituto federal escola futuro campo experimental bom prática inovação educacional
100,0,0.999580979347229,conteudo programatico mdb_preprocess.csv,27 26 fundação ulysses guimarães mdb encontro regional 24 03 encontro regional paraná 12 05 seminário caminho agro florianópolis 14 05 seminário caminho inclusão porto alegre 17 05 encontro regional paulo 21 05 seminário caminho município brasil real brasília 22 05 encontro regional amapá 02 06 encontro regional maranhão 13 06 encontro regional alagoas 20 06 encontro regional amazona parte 1 parte 2 27 06 encontro regional ceará 30 06 encontro regional mina geral monte claro 04 07 encontro regional rondônia 11 07 encontro regional santa catarina 22 07 encontro regional pernambuco 31 07 encontro regional sergipe 07 08 encontro regional mina geral belo horizonte 08 08 encontro regional mato grosso 11 08 encontro regional rio janeiro 12 08 encontro regional distrito federal 14 08 encontro regional rio janeiro 25 08 encontro regional bahia 12 09 encontro regional mato grosso sul 15 09 encontro regional rio grande sul 18 09 encontro regional acre 25 09 encontro regional par debate presencial mobilizar liderança local militância sociedade civil encontro regional realizar paulo 17 05 2025 país causar caminho brasil i i co nteú d p ro g ramáti co caminho brasil causa brasil todo escaneie qr code câmera celular assista vídeo manifesto caminho brasil
339,0,0.9995079636573792,conteudo programatico mdb_preprocess.csv,mudança significativo demografia cultura mapa epidemiológico principal carência saúde brasileiro grande sinergia integração brasil grande consumidor saúde mundo responsável 109 108 fundação ulysses guimarães mdb evolução sistema saúde passar algum vértice catalisador principal listado seguir principal ideia propor político iniciativa execução regulamentação estímulo grande ênfase resolutividade atenção primário fortalecer prevenção doença crônico grande digitalização estratégia saúde família forma dinamizar acompanhamento cadastro mobilidade equipe aumento atividade prevenção rede saúde campanha saúde público todo mídia transição epidemiológico doença crônico suplantar doença infeccioso incidência campanha contraponhar desinformação saúde especialmente sobre vacinação prevenção campanha saúde público prevenção doença crônico transição epidemiológico doença crônico menos doença infeccioso dentre tema prevenção conscientização sobre má alimentação consumo bebida alcoólico tabagismo assim necessidade cobertura vacinação correto especial atenção melhorio saúde mulher unidade especializar faixa etário feminino prioridade implementação prontuário eletrônico melhoria rotina atendimento unidade básico saúde grande compartilhamento protocolo bom preparação economia cuidado atender demografia considerar questão regulatório recurso humano acompanhamento idoso atenção saúde social necessidade interação pessoal pessoa elemento prevenção doença relacionar solidão partir criação espaço convivêncio casa trabalho
155,1,0.9997178316116333,conteudo programatico mdb_preprocess.csv,compromisso priorização execução orçamento reequilíbrio financeiro administração público envolver município medida alongamento prazo dívida municipal promover proposta emenda constituição 66 2023 exemplo tender ampliar significativamente capacidade investimento município especialmente área estratégico saneamento básico adaptação mudança climático ação contribuir reduzir pressão sobre programa federal fortalecer autonomia local contudo fundamental tal medida inserir contexto reorganização conta público foco prioridade claramente estabelecir índice déficit público enfrentar brasil último ano tornar indispensável identificação medida possibilitar reorganização conta público partir prioridade bem definir requerer auditoria gestão eficaz revisão processo despesa governamental previdenciária benefício brasil poder negligenciar disciplina contenção gasto público dever buscar constantemente mecanismo protejer população contra inflação efeito colateral descontrole fiscal aumento déficit dívida público custo serviço em esse sentido equilíbrio fiscal base redução custo transação retomar sustentável crescimento econômico princípio austeridade dever acompanhar buscar novo modelo gestão orçamentário adoção matriz temático obrigatório orçamento plano plurianual ppa especialmente área estratégico educação recuperação capacidade solvência liquidez estado brasileiro depender compromisso firme bom governança equilíbrio fiscal esforço dever compartilhar união estado município permitir ente país causar caminho brasil pesquisa infraestrutura outro função estado exigir vinculação orçamentário longo prazo finalidade essencial garantir serviço qualidade fomentar desenvolvimento austeridade fiscal compromisso equilíbrio financeiro dever servir fundamento evitar dispersão recurso projeto baixo impacto priorizar iniciativa estruturante potencial gerar autonomia econômico oportunidade real brasileiro base em esse matriz tornar possível ordenar execução emenda parlamentar modo apenas iniciativa previamente contemplar lei orçamentário alinhar matriz efetivamente executar tratar avanço substancial gestão público promover grande eficiência foco racionalidade uso recurso público compromisso responsabilidade fiscal controle gastos reestruturação financeiro setor público portanto pilar central construção novo caminho brasil além de isso modelo atuação aproximar estado brasileiro 51 50 fundação ulysses guimarães mdb 5
140,1,0.9996921420097351,conteudo programatico mdb_preprocess.csv,país papel crescente tema estruturante segurança alimentar mudança climático transição energético mineral crítico temática meio ambiente tecnologia aliás despontar fator central competitividade lideranço influência próximo década qualidade governança interno externo em esse dois campo decisivo país causar caminho brasil liderança dever envolver tema segurança meio ambiente competitividade produtivo especialmente frente crescente atuação méxico país asiático protagonismo regional dever exercer base político externo proporcional capacidade influência poder brasil incluir legítimo continuidade postulação cadeira permanente conselho segurança onu adesão ocde passo estratégico ampliar investimento redesenhar padrão regulatório aumentar protagonismo brasileiro fórum econômico global política externo brasileira continuar pautar princípio secular multilateralismo cooperação defeso paz incorporar agenda complexo estratégico fundamental brasil atuar equilíbrio responsabilidade afastar arroubo ideológico priorizar posicionamento médio longo prazo protagonismo brasileiro organismo multilateral depender capacidade formular proposição financiar iniciativa incluir reconhecer prioridade amazônia biodiversidade papel climático relevância nacional global dever tratar prioridade estratégico permanente desenvolvimento sustentável brasil negociação exploração mineral estratégico mineral raro dever ancorar critério sustentabilidade ambiental geração valor agregar território nacional acordo comercial mercosul união europeu inegável relevância estratégico dever objeto amplo discussão público análise criterioso parte setor produtivo atualmente ásia consolidar principal parceira comercial brasil responder metade transação internacional país buscar integração logístico pacífico dever prioridade estratégico tempo investimento infraestrutura essencial 45 44 fundação ulysses guimarães mdb aumentar competitividade brasileiro garantir conexão eficaz grande mercado global américa ásia europa inclusive meio mercosul político externo dever monopólio diplomacia responsabilidade legislativo entrelaçar tema cultura segurança global defesa cooperação militar tecnologia em esse sentido relação brics evidenciar necessidade calibrar cuidadosamente inserção brasileiro cenário internacional
158,1,0.9996712803840637,conteudo programatico mdb_preprocess.csv,caminho brasil 53 52 fundação ulysses guimarães mdb retomar desenvolvimento causa mobilizadoro dinamização modernização economia criação oportunidade trabalho todo brasileiro eixo estruturante grande impacto positivo 1 retomar desenvolvimento 2 redução desigualdade 3 consolidação democracia país causar caminho brasil 6 responsabilidade fiscal núcleo ambiente macroeconômico favorável inflação baixo confiança investidor crescimento sustentar economia prosperidade econômico desenvolvimento constituir responsabilidade público prioritário especialmente diante estagnação prolongar manter brasil condição país renda médio crescimento aquém par global dever inarredável estado brasileiro garantir ambiente propício investimento desempenho atividade econômico assegurar estabilidade prosperidade relativo tranquilidade cotidiano família condição consolidar meio gestão macroeconômico responsável alicerçar princípio reconhecir mercado comunidade econômico nacional internacional condução político macroeconômico diretamente conectar posicionamento político liderança nacional postura relação internacional 55 54 fundação ulysses guimarães mdb plano interno política dever sustentar sobre cinco pilar indispensável interdependente somar fator externo determinante fator interno responsabilidade fiscal cumprimento meta fiscal gerar urgente equilíbrio fiscal contenção dívida público b controle inflacionário partir política monetário fiscal responsável estrito cumprimento meta inflação c câmbio livre flutuante reserva financeiro comércio exterior superávit expansão d elevação nível poupança público investimento economia formação bruto capital fixo permitir taxa crescimento econômico sustentar ganho permanente produtividade estímulo setor dinâmico eficiente novo empreendedorismo surgir todo brasil avanço produtividade trabalho razão melhor qualidade educação adoçãor tecnologio inovação fator externo f credibilidade externo reflexo credibilidade interno atuação coerente consistente plano global internacional ligar grande proximidade bom interesse comercial econômico presença efetivo foro global
387,1,0.9996566772460938,conteudo programatico mdb_preprocess.csv,inovador foco elevação padrão moradia destinar habitação interesse social especialmente faixa 1 programa casa vida em esse contexto essencial aumentar sistema habitação subsidiar estender classe médio brasileira propor criação faixa financiamento consider diferente realidade regional contemplar família renda 15 salário mínimo permitir realização sonho casa próprio forma acessível sustentável grande metrópole dever receber especial atenção mecanismo financiamento incentivo partir estrutura federal caixa dizer respeito recuperação revocacionamento região central gerar produtividade cidade reduzir necessidade expansão infraestrutura deslocamento melhorar mobilidade humano maximizar infraestrutura existente em esse região urbano habitação qualidade permanecer grande desafio nacional exigir variação solução envolvar novo modelo construtivo material país causar caminho brasil ação dever contar articulação apoio esfera estadual federal garantir grande efetividade cobertura região vulnerável além de isso preparação evento climático extremo construção mecanismo resiliência urbano tornar medida inadiável último década cidade brasileiro ter enfrentar acúmulo crescente atribuição habitação mobilidade planejamento urbano saneamento infraestrutura saúde educação agora somar desafio prevenção desastr adaptação mudança climático plano diretor bem demais instrumento oficial planejamento município precisar passar contar obrigatoriamente item prevençãor risco além considerar lógico mobilidade humano cidade implicar vez mudança código obra zoneamento forma executar organizar vida cidade diante disso necessário ampliação mecanismo financiamento gestão execução ação prevenção resposta proposta alocação 60 recurso prevenção risco urbano 40 medida mitigação emergência ação reciclagem consumo consciente economia circular enquanto política dever permear produção distribuição espaço urbano reduzir emissão resíduo poluição
198,1,0.9996473789215088,conteudo programatico mdb_preprocess.csv,caminho brasil semicondutor biotecnologia fármaco assim ocorrer complexo industrial saúde alcançar grande grau autonomiao produção semicondutores estratégia vital brasil dever priorizar política industrial tecnológico país precisar desenvolver sistema eficiente estímulo produção nacional de esse insumo altamente especializar foco criação ambiente competitivo capaz atrair investimento consolidar cadeia produtivo local liderança brasileiro potência agroalimentar passar domínio genético patente ligar agricultura tropical setor fármaco potencial abastecer américa sul além utilizar poder compra potencial sus funcionar alavanca fortalecimento indústria nacional redução dependência externo área estratégico presença vantagem comparativo amplo disponibilidade água essencial diversos etapa fabricação chip energia limpo base científico respeitável conferir brasil diferencial relevante contudo necessário organizar esforço governo setor produtivo instituição financeiro centro pesquisa político semicondutor deixar apenas desejo converta realidade movimento fortalecer inserção brasil cadeia global alto valor agregar ampliar soberania tecnológico 73 72 fundação ulysses guimarães mdb inteligência artificial tecnologia informação economia digital espaço indústria tradicional alto produtividade consolidação brasil referência global inteligência artificial tecnologia informação economia criativo incluir setor game depender diretamente fortalecimento ecossistema inovação existente parque polo tecnológico espalhar país ambiente oferecer infraestrutura dinamismo necessário manter talento brasileiro altamente qualificar território nacional tempo tornar polo atração nômade digital empreendedor global reforma tributário redução taxa juro spread bancário atenção programa reequipamento industrial indústria 4 0 brasil pleno condição fortalecer setor industrial novo momento especialmente indústria vincular material brasil abundante competitivo
