doc_id,topic,probability,source_file,preprocess_agenda
34,0,0.9961956739425659,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,compromisso com o fortalecimento e o aprimoramento de o judiciario ter como objetivo o pleno concretizacao de o principio democratico de o lei igual para todo somare esforco em o busca por propiciar celeridade e eficacia em o distribuicao de o justica a o brasileiro mediante o modernizacao de o mecanismo judicial e o adocao de novo codigo sempre que isso corresponder o demanda de o sociedade
95,0,0.9937130808830261,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,todo nacao dever buscar responder permanentemente a um pergunta que pai desejar ser entao que brasil desejar ser e legar para o futuro geracoe para responder a esse pergunta precisar mergulhar em o nosso historia obviamente
53,0,0.9918673038482666,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,em o sociedade democratico o estado deter o monopolio de o forca e dever exercer lo com o maximo responsabilidade mas tambem com todo rigor em o enfrentamento de o criminalidade
44,0,0.9918665289878845,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,perseguiremo de modo incansavel o enfrentamento de o gargalo cronico de o sus reduzir a o maximo o longo tempo de espera por atendimento que tanto angustio causa a o brasileiro
56,0,0.9878565073013306,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,acreditar firmemente que um sociedade prosperar e justo se assentar em o liberdade economico associar o igualdade de oportunidade
70,1,0.9971868395805359,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,priorizacao de amplo programa de inclusao digital de o mais pobre em o era digital e de o conectividade o acesso a internet e demais ferramenta tecnologico nao e mais um questao de luxo e bem essencial quase tao necessario como ter acesso o agua tratar sem politica publico de inclusao digital nosso desigualdade serao aprofundar ter que garantir a o grande numero de brasileiro amplo acesso a internet e o possibilidade de insercao em o grande desafio e aventura prenunciar para o seculo xxi
49,1,0.9939398765563965,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,faltar em o politica publico consistente e sustentavel para reconhecer estimular e reter esse talento e a incorporacao definitivo de o saber de o nosso comunidade cientifico em o construcao de acoes que tragam resposta eficaz para novo e antigo problema
94,1,0.9934085607528687,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,aqui voltar a o amor por o brasil que sempre sempre dever estar em o inicio em o meio e em o fim de todo acao politico de todo acao cidar o amor por o brasil e o nosso liga
38,1,0.9906908869743347,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,apoio a programa de transferencia de renda compreendir como ferramenta necessario de seguranca social e alimentar por garantir o subsistencia de o familia mais pobre
75,1,0.990288496017456,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,o estado nao e capaz de gerir tudo e o iniciativa privado e muito mais eficiente em o gestao de o empresa e de o recurso
100,2,0.9948623776435852,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,poder escolher o preconceito o intolerancia o divisao a opressao ou poder escolher o solidariedade o alegria o capacidade de luta de superacao o ternura o afeto o criatividade que ter em abundancia quando e em que momento der o bom de em o
72,2,0.9947411417961121,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,30 31 32 33 execucao de programa nacional de desenvolvimento que consider nosso diversidade plurirregional propiciem o participacao harmonico de todo o regioes e confirar especial enfase a superacao de o desnivel regional de renda que afetar especialmente o norte e o nordeste
98,2,0.9944789409637451,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,sem ignorar o muito pagina de violencia de o historia brasileiro sem deixar de enxergar com clareza o varia violencia que oprimer o brasileiro em o presente lancer um olhar sobre o nosso riqueza como povo sobre o nosso qualidade e beleza
37,2,0.9941902160644531,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,11 12 13 trabalho permanente em favor de o prosperidade economico com equidade social uma vez que nao ha liberdade efetivo se o cidadao nao estao livre de o fome de o doenca de o ignorancia e de o opressao causar por o violencia
14,2,0.9908364415168762,Manifesto_Uniao_BRASIL.layout_aware_preprocess.csv,nós permitir avancar em o universalizacao de o acesso a educacao nós dar o ferramenta para o implantacao de o grande sistema de saude publicar de o mundo
