doc_id,topic,probability,source_file,preprocess_agenda
119,0,0.9987254738807678,programa_do_pl_preprocess.csv,a inviolabilidade da tribuna parlamentar deve ser assegurada sem que ai se inclua o direito a impunidade nos casos de crime comum no ambito da harmonia e independencia dos poderes e imperioso preservar o poder de legislar para aqueles que detem o mandato popular fazendo valer essa prerrogativa constitucional os poderes legislativo executivo e judiciario devem ser independentes e interdependentes eleicoes o sufragio e livre e secreto devendo a lei propiciar a todos os candidatos a garantia da comunicacao e divulgacao de suas ideias conforme previsto pelas leis eleitorais observadas as disposicoes partidarias o processo eleitoral deve ser transparente e auditavel a fim de impedir qualquer possibilidade de fraude ou manipulacao federacao a autonomia dos estados no plano politico e economico deve ser assegurada
70,0,0.997807502746582,programa_do_pl.clean_preprocess.csv,menbro da comissao meio ambiente o partido liberal entende que cabe ao estado propiciar a todos incluindo indigenas quilombolas ribeirinhos e outros a liberdade de uso servico de apoio as micro e pequenas empresas de sao responsavel dos recursos naturais que cada individuo ou coletividade dispoe legalmente paulo no sentido de que exista de fato um crescimento ordenado equilibrando protecao ambiental com crescimento economico justo e sustentavel para todos e beneficios sociais
132,0,0.9977450370788574,programa_do_pl_preprocess.csv,o partido liberal acredita no fortalecimento do sistema de propriedade industrial do pais a fim de fomentar patentes marcas cultivares desenhos industriais e software entre outros com vista a protecao da propriedade intelectual e a defesa da concorrencia empreendedorismo o partido liberal entende que a facilitacao da abertura de novas empresas e a reducao da burocracia sao mecanismos que contribuem para que as pessoas conquistem sua autonomia e independencia financeira
25,0,0.9976788759231567,programa_do_pl.clean_preprocess.csv,o partido liberal acredita no fortalecimento do sistema de propriedade desde entao na prospeccao de conceitos e sentimentos que ajudassem a industrial do pais a fim de fomentar patentes marcas cultivares desenhos industriais populacao a compreender e eleger ferramentas para a solucao de problemas atipicos e software entre outros com vista a protecao da propriedade intelectual e a defesa a sociedade brasileira desaguou no liberalismo e no conservadorismo
10,0,0.9976787567138672,programa_do_pl.clean_preprocess.csv,para o pl e clara a necessidade de construir solidas pontes com todos os propriedade e reforma agraria o partido liberal pl considera o direito seguimentos da sociedade com o objetivo de estabelecer canais permanentes de a propriedade como natural inalienavel e anterior a lei positiva a propriedade conexao fornecendo prontas respostas aos anseios preocupacoes e necessidades justifica se sobretudo como instrumento para que se assegure a liberdade
175,1,0.9986606240272522,programa_do_pl_preprocess.csv,5 2022 sebrae nacional objeto contratacao de empresa especializadas para fornecimento de ate 5 250 000 cinco milhoes duzentos e cinquenta mil de horas de acesso em software as a service saas ou software como servico em sistema de gestao da aprendizagem lms do ingles learning management system incluindo servicos de gestao tecnologica hospedagem suporte tecnologico manutencoes corretivas e evolutivas customizacoes e integracoes gestao operacional operacoes necessarias a oferta das solucoes educacionais central de ajuda e migracao das solucoes educacionais e dos dados historicos da solucao atual para a nova para atendimento e capacitacao de potenciais empreendedores empreendedores microempreendedores individuais empresarios de empresas de micro e pequeno porte colaboradores e parceiros do sebrae todos sob demanda conforme especificacoes do anexo i do edital
178,1,0.9979677796363831,programa_do_pl_preprocess.csv,6 2022 sebrae nacional objeto contratacao de empresa especializada de engenharia para recuperacao e reforco estrutural do edificio sede do sebrae nacional na sgas 605 em brasilia df visando reestabelecer as condicoes de seguranca estrutural e corrigir as demais patologias da edificacao em conformidade com projetos desenhos memorial descritivo e planilhas conforme especificacoes do anexo i do edital abertura 09 de janeiro de 2023 as no edificio sede do sebrae edificio do sebrae sepn 515 bloco c loja 32 brasilia df
96,1,0.99774569272995,programa_do_pl.clean_preprocess.csv,abertura 09 de janeiro de 2023 as no brasilia 19 de dezembro de 2022 edificio sede do sebrae edificio do sebrae sepn 515 bloco c loja 32 brasilia df convencao nacional do partido liberal para todas as referencias de tempo sera observado o horario de brasilia o edital estara disponivel exclusivamente no site https www sebrae com br portalcf pontificia universidade catolica do rio de janeiro brasilia df 21 de dezembro de 2022
176,1,0.9947108626365662,programa_do_pl_preprocess.csv,abertura 06 de janeiro de 2023 as no edificio do sebrae sepn 515 bloco c loja 32 brasilia df para todas as referencias de tempo sera observado o horario de brasilia
174,1,0.994348406791687,programa_do_pl_preprocess.csv,em 21 de dezembro de 2022 valmir dos santos junior comissao de licitacao sebrae sp servico brasileiro de apoio as micro e pequenas empresas avisos de licitacao concorrencia n
112,2,0.9995315074920654,programa_do_pl_preprocess.csv,observa se que desde o ano de 2013 o brasil passa por uma refundacao do relacionamento da sociedade com a politica e seus politicos pois sao a estes ultimos que o povo delega a competencia e a responsabilidade em equacionar e responder as indagacoes necessarias na busca e na manutencao da paz social desde entao na prospeccao de conceitos e sentimentos que ajudassem a populacao a compreender e eleger ferramentas para a solucao de problemas atipicos a sociedade brasileira desaguou no liberalismo e no conservadorismo o povo brasileiro pode reascender em sua essencia verdadeiros sentimentos outrora adormecidos resgatamos o orgulho da nossa bandeira o amor pela patria a valorizacao do seio familiar e o fortalecimento da liberdade individual e economica na sua vertente mais crua sem tutelas do estado essas raizes valores e tradicoes materializaram no seio da sociedade os mesmos ideais defendidos pelo partido liberal e seu fundador deputado alvaro valle com as mesmas bases e os fundamentos para a construcao e preservacao de uma sociedade justa igualitaria e fraterna dentro deste contexto o partido liberal sempre esteve e estara conectado a todas as mudancas analisando com um olhar critico e criativo as necessidades e prioridades da nacao brasileira acompanhando a marcha social incorporando novos paradigmas a genese de sua fundacao e mantendo intacta a essencia do partido em garantir a liberdade individual de cada cidadao brasileiro de ser o que e respeitando o direito constitucional e os alicerces da democracia a liberdade de pensamento e a liberdade de expressao programa o partido liberal pl acreditando na democracia como instrumento de acao plena da cidadania e buscando o bem comum para a manutencao de uma sociedade livre plural e participativa apresenta seus temas prioritarios para manutencao dos objetivos fundamentais permanentes do brasil resguardamos e defendemos os valores conservadores da sociedade brasileira reafirmamos nossa crenca na vida e na liberdade em todas as suas vertentes direitos naturais e inalienaveis na sociedade unidade organica e comunidade de homens na politica atividade essencial para a administracao da sociedade e manutencao da ordem e da moral
