chunk_id,chunk_text,preprocess_agenda,tokens
20,O Partido Liberal (PL) defende a consulta popular para qualquer alteração na divisão administrativa do país.,o partido liberal pl defende a consulta popular para qualquer alteracao na divisao administrativa do pais,"[""o"", ""partido"", ""liberal"", ""pl"", ""defende"", ""a"", ""consulta"", ""popular"", ""para"", ""qualquer"", ""alteracao"", ""na"", ""divisao"", ""administrativa"", ""do"", ""pais""]"
21,"Municipalidade - O Partido Liberal acredita no lema: ""Mais Brasil, menos Brasília"", no sentido de priorizar e valorizar àqueles que efetivamente conhecem as peculiaridades, demandas e necessidades dos munícipes.",municipalidade o partido liberal acredita no lema mais brasil menos brasilia no sentido de priorizar e valorizar aqueles que efetivamente conhecem as peculiaridades demandas e necessidades dos municipes,"[""municipalidade"", ""o"", ""partido"", ""liberal"", ""acredita"", ""no"", ""lema"", ""mais"", ""brasil"", ""menos"", ""brasilia"", ""no"", ""sentido"", ""de"", ""priorizar"", ""e"", ""valorizar"", ""aqueles"", ""que"", ""efetivamente"", ""conhecem"", ""as"", ""peculiaridades"", ""demandas"", ""e"", ""necessidades"", ""dos"", ""municipes""]"
22,"Este documento pode ser verificado no endereço eletrônico http://www.in.gov.br/autenticidade.html, pelo código 05302022122200257 ISSN 1677-7069 Nº 240, quinta-feira, 22 de dezembro de 2022 Equilíbrio dos Poderes - A Constituição Federal tem mecanismos para que se estabeleça o correto equilíbrio entre os poderes Legislativo, Executivo e Judiciário.",este documento pode ser verificado no endereco eletronico http www in gov br autenticidade html pelo codigo 05302022122200257 issn 1677 7069 no 240 quinta feira 22 de dezembro de 2022 equilibrio dos poderes a constituicao federal tem mecanismos para que se estabeleca o correto equilibrio entre os poderes legislativo executivo e judiciario,"[""este"", ""documento"", ""pode"", ""ser"", ""verificado"", ""no"", ""endereco"", ""eletronico"", ""http"", ""www"", ""in"", ""gov"", ""br"", ""autenticidade"", ""html"", ""pelo"", ""codigo"", ""05302022122200257"", ""issn"", ""1677"", ""7069"", ""no"", ""240"", ""quinta"", ""feira"", ""22"", ""de"", ""dezembro"", ""de"", ""2022"", ""equilibrio"", ""dos"", ""poderes"", ""a"", ""constituicao"", ""federal"", ""tem"", ""mecanismos"", ""para"", ""que"", ""se"", ""estabeleca"", ""o"", ""correto"", ""equilibrio"", ""entre"", ""os"", ""poderes"", ""legislativo"", ""executivo"", ""e"", ""judiciario""]"
23,"Este princípio, com a devida autonomia e os limites de cada poder, busca conter a concentração de poderes e estabelecer um controle mútuo, norteados pela moderação e pelo compromisso. Baseado em freios e contrapesos, este sistema estabelece a autonomia das funções distintas, harmônicas e independentes, bem como determina que um poder está apto a frear os demais, em caso de abuso ou desequilíbrio.",este principio com a devida autonomia e os limites de cada poder busca conter a concentracao de poderes e estabelecer um controle mutuo norteados pela moderacao e pelo compromisso baseado em freios e contrapesos este sistema estabelece a autonomia das funcoes distintas harmonicas e independentes bem como determina que um poder esta apto a frear os demais em caso de abuso ou desequilibrio,"[""este"", ""principio"", ""com"", ""a"", ""devida"", ""autonomia"", ""e"", ""os"", ""limites"", ""de"", ""cada"", ""poder"", ""busca"", ""conter"", ""a"", ""concentracao"", ""de"", ""poderes"", ""e"", ""estabelecer"", ""um"", ""controle"", ""mutuo"", ""norteados"", ""pela"", ""moderacao"", ""e"", ""pelo"", ""compromisso"", ""baseado"", ""em"", ""freios"", ""e"", ""contrapesos"", ""este"", ""sistema"", ""estabelece"", ""a"", ""autonomia"", ""das"", ""funcoes"", ""distintas"", ""harmonicas"", ""e"", ""independentes"", ""bem"", ""como"", ""determina"", ""que"", ""um"", ""poder"", ""esta"", ""apto"", ""a"", ""frear"", ""os"", ""demais"", ""em"", ""caso"", ""de"", ""abuso"", ""ou"", ""desequilibrio""]"
24,"Desenvolvimento Econômico e Social - O Partido Liberal (PL) defende uma economia liberal que investe em políticas de combate à pobreza, com a priorização aos mais vulneráveis e a redução da desigualdade por meio de projetos sociais e, principalmente, a geração de emprego e renda.",desenvolvimento economico e social o partido liberal pl defende uma economia liberal que investe em politicas de combate a pobreza com a priorizacao aos mais vulneraveis e a reducao da desigualdade por meio de projetos sociais e principalmente a geracao de emprego e renda,"[""desenvolvimento"", ""economico"", ""e"", ""social"", ""o"", ""partido"", ""liberal"", ""pl"", ""defende"", ""uma"", ""economia"", ""liberal"", ""que"", ""investe"", ""em"", ""politicas"", ""de"", ""combate"", ""a"", ""pobreza"", ""com"", ""a"", ""priorizacao"", ""aos"", ""mais"", ""vulneraveis"", ""e"", ""a"", ""reducao"", ""da"", ""desigualdade"", ""por"", ""meio"", ""de"", ""projetos"", ""sociais"", ""e"", ""principalmente"", ""a"", ""geracao"", ""de"", ""emprego"", ""e"", ""renda""]"
25,"Acredita em um modelo de gestão alicerçada na geração de oportunidades que produzem riquezas, estimulam o empreendedorismo, facilitam a abertura de novas empresas, reduzem a burocracia, incentivam a capacitação profissional, a autonomia e a independência financeira. Essas iniciativas permitem que a qualidade de vida das pessoas melhore, expandindo a produção e o consumo. Esse ciclo da prosperidade impulsiona o aquecimento da economia, o aumento da arrecadação e, consequentemente, permitirá que o Estado invista mais recursos em ações de saúde, educação, segurança, infraestrutura e projetos sociais.",acredita em um modelo de gestao alicercada na geracao de oportunidades que produzem riquezas estimulam o empreendedorismo facilitam a abertura de novas empresas reduzem a burocracia incentivam a capacitacao profissional a autonomia e a independencia financeira essas iniciativas permitem que a qualidade de vida das pessoas melhore expandindo a producao e o consumo esse ciclo da prosperidade impulsiona o aquecimento da economia o aumento da arrecadacao e consequentemente permitira que o estado invista mais recursos em acoes de saude educacao seguranca infraestrutura e projetos sociais,"[""acredita"", ""em"", ""um"", ""modelo"", ""de"", ""gestao"", ""alicercada"", ""na"", ""geracao"", ""de"", ""oportunidades"", ""que"", ""produzem"", ""riquezas"", ""estimulam"", ""o"", ""empreendedorismo"", ""facilitam"", ""a"", ""abertura"", ""de"", ""novas"", ""empresas"", ""reduzem"", ""a"", ""burocracia"", ""incentivam"", ""a"", ""capacitacao"", ""profissional"", ""a"", ""autonomia"", ""e"", ""a"", ""independencia"", ""financeira"", ""essas"", ""iniciativas"", ""permitem"", ""que"", ""a"", ""qualidade"", ""de"", ""vida"", ""das"", ""pessoas"", ""melhore"", ""expandindo"", ""a"", ""producao"", ""e"", ""o"", ""consumo"", ""esse"", ""ciclo"", ""da"", ""prosperidade"", ""impulsiona"", ""o"", ""aquecimento"", ""da"", ""economia"", ""o"", ""aumento"", ""da"", ""arrecadacao"", ""e"", ""consequentemente"", ""permitira"", ""que"", ""o"", ""estado"", ""invista"", ""mais"", ""recursos"", ""em"", ""acoes"", ""de"", ""saude"", ""educacao"", ""seguranca"", ""infraestrutura"", ""e"", ""projetos"", ""sociais""]"
26,Intervenção do Estado na Economia - O Partido Liberal entende que é essencial retirar o peso do Estado dos ombros da população.,intervencao do estado na economia o partido liberal entende que e essencial retirar o peso do estado dos ombros da populacao,"[""intervencao"", ""do"", ""estado"", ""na"", ""economia"", ""o"", ""partido"", ""liberal"", ""entende"", ""que"", ""e"", ""essencial"", ""retirar"", ""o"", ""peso"", ""do"", ""estado"", ""dos"", ""ombros"", ""da"", ""populacao""]"
27,"Permitir que o cidadão possa desenvolver sua capacidade empreendedora, sua criatividade e liberdade gerencial para a produção e comercialização de todos e quaisquer bens e serviços previstos pela legislação brasileira.",permitir que o cidadao possa desenvolver sua capacidade empreendedora sua criatividade e liberdade gerencial para a producao e comercializacao de todos e quaisquer bens e servicos previstos pela legislacao brasileira,"[""permitir"", ""que"", ""o"", ""cidadao"", ""possa"", ""desenvolver"", ""sua"", ""capacidade"", ""empreendedora"", ""sua"", ""criatividade"", ""e"", ""liberdade"", ""gerencial"", ""para"", ""a"", ""producao"", ""e"", ""comercializacao"", ""de"", ""todos"", ""e"", ""quaisquer"", ""bens"", ""e"", ""servicos"", ""previstos"", ""pela"", ""legislacao"", ""brasileira""]"
28,"Dignidade para os menos favorecidos - Dignidade é, junto da liberdade e de outros conceitos importantes em uma democracia, fator que demonstra, por exemplo, a efetividade de uma política pública. O cidadão pleno não deve ser dependente do Estado, mas contar com o apoio do governo para ter autonomia e dignidade para buscar melhores condições de vida. Propriedade e Reforma Agrária - O Partido Liberal (PL) considera o direito à propriedade como natural, inalienável e anterior à lei positiva. A propriedade justifica-se, sobretudo, como instrumento para que se assegure a liberdade. O Estado deverá desenvolver políticas públicas efetivas que garantam a segurança e a liberdade para o pequeno, médio ou grande produtor, resguardando sua propriedade e seus bens e combatendo atos antidemocráticos de invasões. A regularização fundiária, com a concessão de títulos de terra, bem como a viabilização de abertura de linhas de crédito e a segurança jurídica visam escassear os conflitos e invasões no campo e promover o desenvolvimento socioeconômico da família do campo. Abertura Comercial - O Partido Liberal acredita na implantação de medidas de desburocratização que facilitem o comércio exterior e no avanço em acordos que abram o mercado internacional à produção brasileira e dão acesso a novas tecnologias e processos mais modernos e competitivos. Defende, ainda, maior liberdade de comércio exterior, de investimento e financeira.",dignidade para os menos favorecidos dignidade e junto da liberdade e de outros conceitos importantes em uma democracia fator que demonstra por exemplo a efetividade de uma politica publica o cidadao pleno nao deve ser dependente do estado mas contar com o apoio do governo para ter autonomia e dignidade para buscar melhores condicoes de vida propriedade e reforma agraria o partido liberal pl considera o direito a propriedade como natural inalienavel e anterior a lei positiva a propriedade justifica se sobretudo como instrumento para que se assegure a liberdade o estado devera desenvolver politicas publicas efetivas que garantam a seguranca e a liberdade para o pequeno medio ou grande produtor resguardando sua propriedade e seus bens e combatendo atos antidemocraticos de invasoes a regularizacao fundiaria com a concessao de titulos de terra bem como a viabilizacao de abertura de linhas de credito e a seguranca juridica visam escassear os conflitos e invasoes no campo e promover o desenvolvimento socioeconomico da familia do campo abertura comercial o partido liberal acredita na implantacao de medidas de desburocratizacao que facilitem o comercio exterior e no avanco em acordos que abram o mercado internacional a producao brasileira e dao acesso a novas tecnologias e processos mais modernos e competitivos defende ainda maior liberdade de comercio exterior de investimento e financeira,"[""dignidade"", ""para"", ""os"", ""menos"", ""favorecidos"", ""dignidade"", ""e"", ""junto"", ""da"", ""liberdade"", ""e"", ""de"", ""outros"", ""conceitos"", ""importantes"", ""em"", ""uma"", ""democracia"", ""fator"", ""que"", ""demonstra"", ""por"", ""exemplo"", ""a"", ""efetividade"", ""de"", ""uma"", ""politica"", ""publica"", ""o"", ""cidadao"", ""pleno"", ""nao"", ""deve"", ""ser"", ""dependente"", ""do"", ""estado"", ""mas"", ""contar"", ""com"", ""o"", ""apoio"", ""do"", ""governo"", ""para"", ""ter"", ""autonomia"", ""e"", ""dignidade"", ""para"", ""buscar"", ""melhores"", ""condicoes"", ""de"", ""vida"", ""propriedade"", ""e"", ""reforma"", ""agraria"", ""o"", ""partido"", ""liberal"", ""pl"", ""considera"", ""o"", ""direito"", ""a"", ""propriedade"", ""como"", ""natural"", ""inalienavel"", ""e"", ""anterior"", ""a"", ""lei"", ""positiva"", ""a"", ""propriedade"", ""justifica"", ""se"", ""sobretudo"", ""como"", ""instrumento"", ""para"", ""que"", ""se"", ""assegure"", ""a"", ""liberdade"", ""o"", ""estado"", ""devera"", ""desenvolver"", ""politicas"", ""publicas"", ""efetivas"", ""que"", ""garantam"", ""a"", ""seguranca"", ""e"", ""a"", ""liberdade"", ""para"", ""o"", ""pequeno"", ""medio"", ""ou"", ""grande"", ""produtor"", ""resguardando"", ""sua"", ""propriedade"", ""e"", ""seus"", ""bens"", ""e"", ""combatendo"", ""atos"", ""antidemocraticos"", ""de"", ""invasoes"", ""a"", ""regularizacao"", ""fundiaria"", ""com"", ""a"", ""concessao"", ""de"", ""titulos"", ""de"", ""terra"", ""bem"", ""como"", ""a"", ""viabilizacao"", ""de"", ""abertura"", ""de"", ""linhas"", ""de"", ""credito"", ""e"", ""a"", ""seguranca"", ""juridica"", ""visam"", ""escassear"", ""os"", ""conflitos"", ""e"", ""invasoes"", ""no"", ""campo"", ""e"", ""promover"", ""o"", ""desenvolvimento"", ""socioeconomico"", ""da"", ""familia"", ""do"", ""campo"", ""abertura"", ""comercial"", ""o"", ""partido"", ""liberal"", ""acredita"", ""na"", ""implantacao"", ""de"", ""medidas"", ""de"", ""desburocratizacao"", ""que"", ""facilitem"", ""o"", ""comercio"", ""exterior"", ""e"", ""no"", ""avanco"", ""em"", ""acordos"", ""que"", ""abram"", ""o"", ""mercado"", ""internacional"", ""a"", ""producao"", ""brasileira"", ""e"", ""dao"", ""acesso"", ""a"", ""novas"", ""tecnologias"", ""e"", ""processos"", ""mais"", ""modernos"", ""e"", ""competitivos"", ""defende"", ""ainda"", ""maior"", ""liberdade"", ""de"", ""comercio"", ""exterior"", ""de"", ""investimento"", ""e"", ""financeira""]"
29,"Com a ausência de barreiras tarifárias e não tarifárias à importação e exportação, a inexistência de amarras legais para movimentar capital para além das fronteiras, e a independência do setor bancário em relação ao Estado.",com a ausencia de barreiras tarifarias e nao tarifarias a importacao e exportacao a inexistencia de amarras legais para movimentar capital para alem das fronteiras e a independencia do setor bancario em relacao ao estado,"[""com"", ""a"", ""ausencia"", ""de"", ""barreiras"", ""tarifarias"", ""e"", ""nao"", ""tarifarias"", ""a"", ""importacao"", ""e"", ""exportacao"", ""a"", ""inexistencia"", ""de"", ""amarras"", ""legais"", ""para"", ""movimentar"", ""capital"", ""para"", ""alem"", ""das"", ""fronteiras"", ""e"", ""a"", ""independencia"", ""do"", ""setor"", ""bancario"", ""em"", ""relacao"", ""ao"", ""estado""]"
30,É bem-vinda a participação do capital externo para a formação da riqueza nacional em áreas e setores que não afetem a segurança do país.,e bem vinda a participacao do capital externo para a formacao da riqueza nacional em areas e setores que nao afetem a seguranca do pais,"[""e"", ""bem"", ""vinda"", ""a"", ""participacao"", ""do"", ""capital"", ""externo"", ""para"", ""a"", ""formacao"", ""da"", ""riqueza"", ""nacional"", ""em"", ""areas"", ""e"", ""setores"", ""que"", ""nao"", ""afetem"", ""a"", ""seguranca"", ""do"", ""pais""]"
31,"As empresas estrangeiras, sobretudo as supranacionais, devem ser severamente impedidas de qualquer ingerência na vida política do país.",as empresas estrangeiras sobretudo as supranacionais devem ser severamente impedidas de qualquer ingerencia na vida politica do pais,"[""as"", ""empresas"", ""estrangeiras"", ""sobretudo"", ""as"", ""supranacionais"", ""devem"", ""ser"", ""severamente"", ""impedidas"", ""de"", ""qualquer"", ""ingerencia"", ""na"", ""vida"", ""politica"", ""do"", ""pais""]"
32,"O Partido Liberal acredita no fortalecimento do sistema de propriedade industrial do país, a fim de fomentar patentes, marcas, cultivares, desenhos industriais e software, entre outros, com vista à proteção da propriedade intelectual e à defesa da concorrência. Empreendedorismo - O Partido Liberal entende que a facilitação da abertura de novas empresas e a redução da burocracia são mecanismos que contribuem para que as pessoas conquistem sua autonomia e independência financeira.",o partido liberal acredita no fortalecimento do sistema de propriedade industrial do pais a fim de fomentar patentes marcas cultivares desenhos industriais e software entre outros com vista a protecao da propriedade intelectual e a defesa da concorrencia empreendedorismo o partido liberal entende que a facilitacao da abertura de novas empresas e a reducao da burocracia sao mecanismos que contribuem para que as pessoas conquistem sua autonomia e independencia financeira,"[""o"", ""partido"", ""liberal"", ""acredita"", ""no"", ""fortalecimento"", ""do"", ""sistema"", ""de"", ""propriedade"", ""industrial"", ""do"", ""pais"", ""a"", ""fim"", ""de"", ""fomentar"", ""patentes"", ""marcas"", ""cultivares"", ""desenhos"", ""industriais"", ""e"", ""software"", ""entre"", ""outros"", ""com"", ""vista"", ""a"", ""protecao"", ""da"", ""propriedade"", ""intelectual"", ""e"", ""a"", ""defesa"", ""da"", ""concorrencia"", ""empreendedorismo"", ""o"", ""partido"", ""liberal"", ""entende"", ""que"", ""a"", ""facilitacao"", ""da"", ""abertura"", ""de"", ""novas"", ""empresas"", ""e"", ""a"", ""reducao"", ""da"", ""burocracia"", ""sao"", ""mecanismos"", ""que"", ""contribuem"", ""para"", ""que"", ""as"", ""pessoas"", ""conquistem"", ""sua"", ""autonomia"", ""e"", ""independencia"", ""financeira""]"
33,"Dívida Pública - O Partido Liberal considera fundamental o planejamento e gestão das contas públicas, fundamentados na avaliação, no monitoramento e no estabelecimento de metas e prioridades relacionadas com os grandes problemas nacionais. Estas ações possibilitarão a sustentabilidade da trajetória da dívida pública por meio da consolidação de um ajuste fiscal a médio e longo prazo, permitindo a recuperação e manutenção da estabilidade econômica e o crescimento do PIB. Ressalta-se ainda a rigorosa necessidade de se respeitar o regime de metas da inflação.",divida publica o partido liberal considera fundamental o planejamento e gestao das contas publicas fundamentados na avaliacao no monitoramento e no estabelecimento de metas e prioridades relacionadas com os grandes problemas nacionais estas acoes possibilitarao a sustentabilidade da trajetoria da divida publica por meio da consolidacao de um ajuste fiscal a medio e longo prazo permitindo a recuperacao e manutencao da estabilidade economica e o crescimento do pib ressalta se ainda a rigorosa necessidade de se respeitar o regime de metas da inflacao,"[""divida"", ""publica"", ""o"", ""partido"", ""liberal"", ""considera"", ""fundamental"", ""o"", ""planejamento"", ""e"", ""gestao"", ""das"", ""contas"", ""publicas"", ""fundamentados"", ""na"", ""avaliacao"", ""no"", ""monitoramento"", ""e"", ""no"", ""estabelecimento"", ""de"", ""metas"", ""e"", ""prioridades"", ""relacionadas"", ""com"", ""os"", ""grandes"", ""problemas"", ""nacionais"", ""estas"", ""acoes"", ""possibilitarao"", ""a"", ""sustentabilidade"", ""da"", ""trajetoria"", ""da"", ""divida"", ""publica"", ""por"", ""meio"", ""da"", ""consolidacao"", ""de"", ""um"", ""ajuste"", ""fiscal"", ""a"", ""medio"", ""e"", ""longo"", ""prazo"", ""permitindo"", ""a"", ""recuperacao"", ""e"", ""manutencao"", ""da"", ""estabilidade"", ""economica"", ""e"", ""o"", ""crescimento"", ""do"", ""pib"", ""ressalta"", ""se"", ""ainda"", ""a"", ""rigorosa"", ""necessidade"", ""de"", ""se"", ""respeitar"", ""o"", ""regime"", ""de"", ""metas"", ""da"", ""inflacao""]"
34,"Infraestrutura Nacional - As implementações de obras de infraestrutura de integração de portos, aeroportos, estradas rodoviárias vicinais, ferrovias e hidrovias, de maneira estratégica e coerente com a produção, são essenciais para diminuir o chamado ""Custo Brasil"". Isso permite ampliar e fortalecer o processo de desestatização e concessões da infraestrutura nacional, e liberar o Estado para que ele possa ser mais eficiente naquilo que é sua vocação. Digitalização e Conectividade - O Partido Liberal entende que há uma irrevogável necessidade de implantação e expansão de novas tecnologias de digitalização e inovação que melhorem tanto a competitividade nacional como a qualidade de vida dos cidadãos, principalmente aqueles mais vulneráveis ou que se encontram em localidades remotas, prosseguindo na modernização do Estado brasileiro. Trabalho e Emprego - Dentre as reformas estruturantes, a fim de garantir o emprego e renda e a retomada do crescimento econômico, o Partido Liberal defende a necessidade de simplificar a legislação e reduzir a carga tributária. Os avanços da legislação trabalhista devem facilitar as contratações, desburocratizar e desregular as normas para favorecer a criação de empresas e o empreendedorismo. A legislação trabalhista deverá prover segurança jurídica, ajudando a combater abusos empresariais e de sindicatos que também não podem ter a capacidade de agir como monopólios.",infraestrutura nacional as implementacoes de obras de infraestrutura de integracao de portos aeroportos estradas rodoviarias vicinais ferrovias e hidrovias de maneira estrategica e coerente com a producao sao essenciais para diminuir o chamado custo brasil isso permite ampliar e fortalecer o processo de desestatizacao e concessoes da infraestrutura nacional e liberar o estado para que ele possa ser mais eficiente naquilo que e sua vocacao digitalizacao e conectividade o partido liberal entende que ha uma irrevogavel necessidade de implantacao e expansao de novas tecnologias de digitalizacao e inovacao que melhorem tanto a competitividade nacional como a qualidade de vida dos cidadaos principalmente aqueles mais vulneraveis ou que se encontram em localidades remotas prosseguindo na modernizacao do estado brasileiro trabalho e emprego dentre as reformas estruturantes a fim de garantir o emprego e renda e a retomada do crescimento economico o partido liberal defende a necessidade de simplificar a legislacao e reduzir a carga tributaria os avancos da legislacao trabalhista devem facilitar as contratacoes desburocratizar e desregular as normas para favorecer a criacao de empresas e o empreendedorismo a legislacao trabalhista devera prover seguranca juridica ajudando a combater abusos empresariais e de sindicatos que tambem nao podem ter a capacidade de agir como monopolios,"[""infraestrutura"", ""nacional"", ""as"", ""implementacoes"", ""de"", ""obras"", ""de"", ""infraestrutura"", ""de"", ""integracao"", ""de"", ""portos"", ""aeroportos"", ""estradas"", ""rodoviarias"", ""vicinais"", ""ferrovias"", ""e"", ""hidrovias"", ""de"", ""maneira"", ""estrategica"", ""e"", ""coerente"", ""com"", ""a"", ""producao"", ""sao"", ""essenciais"", ""para"", ""diminuir"", ""o"", ""chamado"", ""custo"", ""brasil"", ""isso"", ""permite"", ""ampliar"", ""e"", ""fortalecer"", ""o"", ""processo"", ""de"", ""desestatizacao"", ""e"", ""concessoes"", ""da"", ""infraestrutura"", ""nacional"", ""e"", ""liberar"", ""o"", ""estado"", ""para"", ""que"", ""ele"", ""possa"", ""ser"", ""mais"", ""eficiente"", ""naquilo"", ""que"", ""e"", ""sua"", ""vocacao"", ""digitalizacao"", ""e"", ""conectividade"", ""o"", ""partido"", ""liberal"", ""entende"", ""que"", ""ha"", ""uma"", ""irrevogavel"", ""necessidade"", ""de"", ""implantacao"", ""e"", ""expansao"", ""de"", ""novas"", ""tecnologias"", ""de"", ""digitalizacao"", ""e"", ""inovacao"", ""que"", ""melhorem"", ""tanto"", ""a"", ""competitividade"", ""nacional"", ""como"", ""a"", ""qualidade"", ""de"", ""vida"", ""dos"", ""cidadaos"", ""principalmente"", ""aqueles"", ""mais"", ""vulneraveis"", ""ou"", ""que"", ""se"", ""encontram"", ""em"", ""localidades"", ""remotas"", ""prosseguindo"", ""na"", ""modernizacao"", ""do"", ""estado"", ""brasileiro"", ""trabalho"", ""e"", ""emprego"", ""dentre"", ""as"", ""reformas"", ""estruturantes"", ""a"", ""fim"", ""de"", ""garantir"", ""o"", ""emprego"", ""e"", ""renda"", ""e"", ""a"", ""retomada"", ""do"", ""crescimento"", ""economico"", ""o"", ""partido"", ""liberal"", ""defende"", ""a"", ""necessidade"", ""de"", ""simplificar"", ""a"", ""legislacao"", ""e"", ""reduzir"", ""a"", ""carga"", ""tributaria"", ""os"", ""avancos"", ""da"", ""legislacao"", ""trabalhista"", ""devem"", ""facilitar"", ""as"", ""contratacoes"", ""desburocratizar"", ""e"", ""desregular"", ""as"", ""normas"", ""para"", ""favorecer"", ""a"", ""criacao"", ""de"", ""empresas"", ""e"", ""o"", ""empreendedorismo"", ""a"", ""legislacao"", ""trabalhista"", ""devera"", ""prover"", ""seguranca"", ""juridica"", ""ajudando"", ""a"", ""combater"", ""abusos"", ""empresariais"", ""e"", ""de"", ""sindicatos"", ""que"", ""tambem"", ""nao"", ""podem"", ""ter"", ""a"", ""capacidade"", ""de"", ""agir"", ""como"", ""monopolios""]"
35,"Os trabalhadores devem ter seu direito de greve e sindicalização garantidos, pois as pessoas devem ser livres para se associarem como quiserem. Contudo, essa liberdade não deve ser apoiada por legislações e normas que incentivem práticas monopolistas, tanto do lado empresarial, quanto do lado dos sindicatos e associações de classe.",os trabalhadores devem ter seu direito de greve e sindicalizacao garantidos pois as pessoas devem ser livres para se associarem como quiserem contudo essa liberdade nao deve ser apoiada por legislacoes e normas que incentivem praticas monopolistas tanto do lado empresarial quanto do lado dos sindicatos e associacoes de classe,"[""os"", ""trabalhadores"", ""devem"", ""ter"", ""seu"", ""direito"", ""de"", ""greve"", ""e"", ""sindicalizacao"", ""garantidos"", ""pois"", ""as"", ""pessoas"", ""devem"", ""ser"", ""livres"", ""para"", ""se"", ""associarem"", ""como"", ""quiserem"", ""contudo"", ""essa"", ""liberdade"", ""nao"", ""deve"", ""ser"", ""apoiada"", ""por"", ""legislacoes"", ""e"", ""normas"", ""que"", ""incentivem"", ""praticas"", ""monopolistas"", ""tanto"", ""do"", ""lado"", ""empresarial"", ""quanto"", ""do"", ""lado"", ""dos"", ""sindicatos"", ""e"", ""associacoes"", ""de"", ""classe""]"
36,"Também é imperativa a implementação de políticas para formalização dos trabalhadores informais e na redução da taxa de informalidade. Cabe destacar a necessidade indispensável de avançar na agenda de empregabilidade de jovens e mulheres, dois públicos que ainda sofrem com taxas de desemprego mais altas que a média da população.",tambem e imperativa a implementacao de politicas para formalizacao dos trabalhadores informais e na reducao da taxa de informalidade cabe destacar a necessidade indispensavel de avancar na agenda de empregabilidade de jovens e mulheres dois publicos que ainda sofrem com taxas de desemprego mais altas que a media da populacao,"[""tambem"", ""e"", ""imperativa"", ""a"", ""implementacao"", ""de"", ""politicas"", ""para"", ""formalizacao"", ""dos"", ""trabalhadores"", ""informais"", ""e"", ""na"", ""reducao"", ""da"", ""taxa"", ""de"", ""informalidade"", ""cabe"", ""destacar"", ""a"", ""necessidade"", ""indispensavel"", ""de"", ""avancar"", ""na"", ""agenda"", ""de"", ""empregabilidade"", ""de"", ""jovens"", ""e"", ""mulheres"", ""dois"", ""publicos"", ""que"", ""ainda"", ""sofrem"", ""com"", ""taxas"", ""de"", ""desemprego"", ""mais"", ""altas"", ""que"", ""a"", ""media"", ""da"", ""populacao""]"
37,"Defesa Nacional - Indispensável para a proteção dos 17 mil quilômetros de fronteira, a Defesa Nacional compreende as mais diversas ações para a salvaguarda da nossa soberania e dos interesses do Brasil e dos brasileiros.",defesa nacional indispensavel para a protecao dos 17 mil quilometros de fronteira a defesa nacional compreende as mais diversas acoes para a salvaguarda da nossa soberania e dos interesses do brasil e dos brasileiros,"[""defesa"", ""nacional"", ""indispensavel"", ""para"", ""a"", ""protecao"", ""dos"", ""17"", ""mil"", ""quilometros"", ""de"", ""fronteira"", ""a"", ""defesa"", ""nacional"", ""compreende"", ""as"", ""mais"", ""diversas"", ""acoes"", ""para"", ""a"", ""salvaguarda"", ""da"", ""nossa"", ""soberania"", ""e"", ""dos"", ""interesses"", ""do"", ""brasil"", ""e"", ""dos"", ""brasileiros""]"
38,"Responsáveis por esta missão, as Forças Armadas devem ter suas tropas aparelhadas e adestradas com capacidade de pronto emprego. O avanço dos projetos estratégicos das Forças Armadas e da Base Industrial de Defesa contribuem para o desenvolvimento de produtos duais e incrementam a capacidade dissuasória face às ameaças à segurança nacional.",responsaveis por esta missao as forcas armadas devem ter suas tropas aparelhadas e adestradas com capacidade de pronto emprego o avanco dos projetos estrategicos das forcas armadas e da base industrial de defesa contribuem para o desenvolvimento de produtos duais e incrementam a capacidade dissuasoria face as ameacas a seguranca nacional,"[""responsaveis"", ""por"", ""esta"", ""missao"", ""as"", ""forcas"", ""armadas"", ""devem"", ""ter"", ""suas"", ""tropas"", ""aparelhadas"", ""e"", ""adestradas"", ""com"", ""capacidade"", ""de"", ""pronto"", ""emprego"", ""o"", ""avanco"", ""dos"", ""projetos"", ""estrategicos"", ""das"", ""forcas"", ""armadas"", ""e"", ""da"", ""base"", ""industrial"", ""de"", ""defesa"", ""contribuem"", ""para"", ""o"", ""desenvolvimento"", ""de"", ""produtos"", ""duais"", ""e"", ""incrementam"", ""a"", ""capacidade"", ""dissuasoria"", ""face"", ""as"", ""ameacas"", ""a"", ""seguranca"", ""nacional""]"
39,Política Externa - O Partido Liberal defende uma crescente interação com países que defendam e respeitem valores que são caros aos brasileiros e se encaixem no ambiente democrático.,politica externa o partido liberal defende uma crescente interacao com paises que defendam e respeitem valores que sao caros aos brasileiros e se encaixem no ambiente democratico,"[""politica"", ""externa"", ""o"", ""partido"", ""liberal"", ""defende"", ""uma"", ""crescente"", ""interacao"", ""com"", ""paises"", ""que"", ""defendam"", ""e"", ""respeitem"", ""valores"", ""que"", ""sao"", ""caros"", ""aos"", ""brasileiros"", ""e"", ""se"", ""encaixem"", ""no"", ""ambiente"", ""democratico""]"
