doc_id,topic,probability,source_file,preprocess_agenda
30,0,0.9997209906578064,PAUTA-PARTIDARIA-PSOL_preprocess.csv,partir altura novo etapa histórico 2 1 capitalismo século 21 século 21 inaugurar profundo crise transformação capitalismo global consenso neoliberal consolidar década final século 21 paradigma hegemônico entrar colapso crise financeiro internacional 2008 crise revelar falência promessa crescimento econômico constante bem longe mero evento econômico passageiro centelha expôs contradição sistema basear financeirização desregulamentação abertura irrestrito mercado desmonte sistemático direito social trabalhista respostar elite dominante crise 2008 correção rumo radicalizaçãor agenda neoliberal maioria governo submisso capital financeiro promover severo ajuste recessivo corte investimento social precarização cada vez grande relações trabalho transferência massivo renda trabalho capital agenda austeridade constituir resposta conservador conflito distributivo apenas deixar resolver crise aprofundar erodir confiança frágel democracia liberal criar terreno fértil florescimento força político reacionário falso discurso antissistema entanto fim consenso neoliberal abrir espaço crise próprio projeto ascensão extremo direita expressão evidente avanço associar interesse capital monopolista big techs agronegócio petroleira oferecer modelo capitalismo autoritário xenofóbico misógino racista negacionista climático choque frontal qualquer noção substantivo democracia em este contexto parcela considerável esquerdo mundial permanecer preso ortodoxia econômico ultrapassar tanto defesa manutenção superávits fiscal primário sob pretexto conquistar confiança mercado quanto insistência modelo desenvolvimentista ideia alimentar ilusão país brasil situar periferia capitalismo alcançar padrão desenvolvimento consumo nação central meio fortalecimento mercado interno exportação commodities tal visão apenas anacrônico profundamente danoso pois impedir formulação projeto genuinamente alternativo ruptura capital ignorar tanto limite ecológico planeta quanto novo correlação força cenário global golpe parlamentar 2016 brasil ofensiva conservadora varrer américa latina dever compreendir resposta brutal classe dominante conflito distributivo instaurar crise paradigma neoliberal governo ameaçar diretamente continuidade crescimento renda capital conseguir promover expansão econômico algum redistribuição redução desigualdade tornar inaceitável elite força capital reagir recolocar país continente rota superexploração financeirização reprimarizaçãor economia crise capitalismo portanto revelar multidimensional econômico política social ambiental humanitário legitimidade democrático mundo atual perigoso instável imprevisível vinte ano exigir análise audaz formulação projeto radicalmente novo 2 2 novo mundo trabalho crise civilizatório crise global expressão concreto mundo trabalho avassaladoro redefinem próprio composição classe trabalhador contrário ano 1980 20 força trabalho brasileiro indústria número expressivo gozar direito formal hoje viver realidade desindustrialização relativo precarização estrutural combinar invisibilização trabalho cuidado majoritariamente feminino revolução técnico científico comandar capital cenário atual radical transformação robotização automação deslocamento indústria ásu extinguir milhão emprego industrial bem remunerar todo ocidente processo irreversível profundo consequência social político geração trabalhador acreditar possuir saber profissão assegurar todo vida veer mundo desmoronar substituir intenso generalizado insegurança existencial
50,0,0.9993541836738586,PAUTA-PARTIDARIA-PSOL_preprocess.csv,partir ano 1990 agenda neoliberal promover desmonte direito precarizar relação trabalho limitar capacidade intervenção economia favorecer grande capital processo dar meio reforma regressivo imposição político fiscal monetário restritivo concentração rendo privatização resultado enfraquecer controle social piorar qualidade serviço público resultar tarifa alto medida precisar revista ação estabilização economia partir plano real 1994 estabelecer período financeirização desindustrialização fortalecimento agronegócio momento contribuir aprofundamento dependência brasil reprimarização neoliberal economia perder horizonte projeto político estratégico capaz articular crescimento economia distribuição rendo reforma social primeiro governo liderar esquerdo em este século protagonizar lula dilma partir 2003 surgir meio contradição gerar modelo desmontar base estrutural governo combinar importante política distributivo voltar pobre crescimento econômico tempo preservar interesse capital financeiro efeito crise 2008 chegar brasil tornar impossível manter política todo saír ganhar parte crise global neoliberalismo extremo direita ascender diverso país inclusive brasil demonstrar habilidade uso rede social capitalizar insatisfação popular diante baixo índice econômico segundo governo dilma após quatro vitória consecutivo pt classe dominante operar golpe parlamentar contra governo dilma abrir porta desmonte legislação trabalhista previdenciária enfraquecimento sindicato
74,0,0.998509407043457,PAUTA-PARTIDARIA-PSOL_preprocess.csv,cumprimento função social terra desapropriação terra improdutivo latifúndio fazenda trabalho escravo defesa agroecologio matriz tecnológico modo vida promoção soberanio alimentar atividade central povo campo água floresto 9 reforma urbano combate especulação imobiliário implementação tarifa zero acesso moradio qualidade saneamento básico lazer cultura área verde democratização cidade descentralização serviço público qualidade oportunidade trabalho bem remunerar garantir pleno direito cidade 10 fortalecimento valorização serviço público contra privatização reversão privatização setor estratégico 11 reversão reforma retirar direito
40,0,0.9983034133911133,PAUTA-PARTIDARIA-PSOL_preprocess.csv,2 3 crise climático transição ecológico enfrentar crise climático poder limitar constante elaboração inventário sobre ameaça existencial representar conhecer ainda sempre internalizar consequência aumento temperatura elevação nível oceano desmatamento queimar combustível fóssel derretimento geleira crise hídrico desaparecimento biodiversidade acidificação mare exploração predatório recurso mineral além aumento objetivo temperatura médio terra evento climático extremo tornar cada vez frequente intenso afetar principalmente população menos contribuir crise climático
87,0,0.9981622695922852,PAUTA-PARTIDARIA-PSOL_preprocess.csv,racismo estrutural lgbtfobia dificultar acesso igualitário trabalho estudo oportunidade direito básico próprio direito vida juventude reivindicar acesso universidade emprego culturar lazer ambientalista ecossocialista povo originário lutar transição ecológico justo valorização saber indígena quilombola outro comunidade tradicional concepção classe trabalhador protagonista programa mudança estrutural atuar lado lado outro setor classe oprimir capital agronegócio trabalhador terra povo originário pequeno agricultor setor médio
37,1,0.9958001971244812,PAUTA-PARTIDARIA-PSOL_preprocess.csv,resultado de este novo cenário mundo onde super rico tornar cada vez rico poderoso formar burguesia transnacional disposto desregular radicalmente mercado limitar nação mínimo necessário manutenção negócio
66,1,0.9948065876960754,PAUTA-PARTIDARIA-PSOL_preprocess.csv,vez educação tratar prioridade grande todo criança adolescente jovem adulto ter direito educação público gratuito democrático qualidade laico inclusivo socialmente referenciar
4,1,0.9927473664283752,PAUTA-PARTIDARIA-PSOL_preprocess.csv,durante pandemia responsável ação stf resultar suspensão despejo remoção garantir proteção milhares família situação vulnerabilidade
54,1,0.9922342300415039,PAUTA-PARTIDARIA-PSOL_preprocess.csv,partir mentira desinformação disseminar escala industrial aplicar política terror pânico moral basear agenda costume
20,1,0.9916430711746216,PAUTA-PARTIDARIA-PSOL_preprocess.csv,grande exemplo atual de este lógico genocídio contra povo palestino lutar psol aliar incondicional
