doc_id,topic,probability,source_file,preprocess_agenda
40,0,0.9984536170959473,PAUTA-PARTIDARIA-PSOL_preprocess.csv,2 3 crise climatica e transicao ecologica enfrentar a crise climatica nao pode se limitar a constante elaboracao de um inventario sobre a ameaca existencial que ela representa ja conhecemos ainda que nem sempre tenhamos internalizado as consequencias do aumento das temperaturas da elevacao do nivel dos oceanos do desmatamento da queima de combustiveis fosseis do derretimento das geleiras a crise hidrica do desaparecimento da biodiversidade da acidificacao dos mares e da exploracao predatoria dos recursos minerais alem do aumento objetivo da temperatura media da terra eventos climaticos extremos tornam se cada vez mais frequentes e intensos afetando principalmente as populacoes que menos contribuem para a crise climatica
59,0,0.9942681789398193,PAUTA-PARTIDARIA-PSOL_preprocess.csv,nos inspiramos nas lutas das mulheres da populacao lgbtqia do movimento negro e dos povos indigenas que foram e seguem sendo parte decisiva da luta de classes no brasil
4,0,0.9940647482872009,PAUTA-PARTIDARIA-PSOL_preprocess.csv,durante a pandemia fomos responsaveis por uma acao no stf que resultou na suspensao de despejos e remocoes garantindo protecao a milhares de familias em situacao de vulnerabilidade
94,0,0.9930834770202637,PAUTA-PARTIDARIA-PSOL_preprocess.csv,da mais antiga forma de resistencia popular no brasil a luta dos povos indigenas as mais contemporaneas como as lutas contra as big techs
24,0,0.9927850365638733,PAUTA-PARTIDARIA-PSOL_preprocess.csv,o brasil jamais rompeu plenamente com os mecanismos de dominacao que perpetuam no plano mundial sua condicao de pais da periferia do capitalismo
80,1,0.9994378089904785,PAUTA-PARTIDARIA-PSOL_preprocess.csv,o socialismo e o nosso horizonte estrategico o caminho para superar essa ordem injusta um projeto socialista para o seculo 21 deve se enraizar nas contradicoes materiais e subjetivas do nosso tempo compreendendo os desafios da contemporaneidade e propondo alternativas concretas o avanco da extrema direita no brasil e no mundo aliado a crise das democracias liberais torna a luta contra o autoritarismo um campo central de disputa politica isso exige simultaneamente a defesa da democracia liberal frente ao avanco fascista e a criacao de mecanismos inovadores de participacao popular capazes de ampliar os limites da democracia representativa e garantir direitos reais para o povo essa tensao entre proteger as conquistas democraticas e aprofunda las representa um dos maiores desafios para um projeto socialista contemporaneo o socialismo do seculo 21 deve ser um eixo politico capaz de unir as diversas lutas particulares em um projeto historico verdadeiramente transformador para isso precisa ser construido como uma proposta politica que responda aos dilemas concretos do nosso tempo conciliando uma radicalidade transformadora com um profundo enraizamento nas lutas populares a luta pelo socialismo envolve a disputa concreta pelo poder politico e economico com o objetivo de influenciar o conflito distributivo definir estrategias macroeconomicas que possam frear a crise climatica regular as grandes empresas de tecnologia defender a soberania nacional e garantir os direitos sociais no entanto essa disputa pelo poder e pela transformacao do estado nao ocorre apenas pelas formas limitadas oferecidas pela democracia liberal representativa o psol reconhece as eleicoes como um momento importante da luta quando uma parte significativa da sociedade volta sua atencao para a politica
49,1,0.9992777109146118,PAUTA-PARTIDARIA-PSOL_preprocess.csv,elas permanecem vivas expressas na militarizacao da vida social na repressao sistematica aos movimentos populares e na politica de seguranca baseada na logica de guerra interna as favelas e periferias essa heranca traz a necessidade de uma nova politica de seguranca publica desmilitarizar a policia e a vida e uma necessidade democratica e preciso construir um modelo de policia de carater civil com controle interno e externo de ciclo completo em suas unidades federativas com plano de cargos e carreiras de ingresso unico plena garantia dos direitos trabalhistas fundamentada na protecao a vida nos direitos humanos e na promocao da dignidade humana nesse sentido torna se urgente formular uma nova politica sobre drogas que enfrente o genocidio do povo negro e o encarceramento em massa com foco na saude publica e no cuidado em liberdade essa politica deve combater o modelo manicomial privatista e das comunidades terapeuticas substituindo a logica da punicao por alternativas de reducao de danos e justica restaurativa alem de incluir uma perspectiva de genero e raca tal politica deve prezar pela reparacao dos territorios afetados pela repressao policial articulada a uma politica de memoria verdade e justica em relacao aos crimes e violencia da ditadura civil militar para que nunca mais se repita
82,1,0.9990231394767761,PAUTA-PARTIDARIA-PSOL_preprocess.csv,eleger parlamentares e governantes do psol e uma oportunidade de promover acoes pedagogicas que demonstram ser possivel fazer diferente alem das urnas o psol busca disputar os rumos do brasil por meio da organizacao dos movimentos sociais e da atuacao nas redes sociais construindo posicoes contra hegemonicas que aprofundem as contradicoes com as classes dominantes governos populares e democraticos precisam de uma forte mobilizacao popular para transformar as estruturas do poder e a propria natureza do estado isso implica em reestruturar a politica de seguranca publica democratizar as forcas armadas e o judiciario reformar o sistema eleitoral para garantir maior representatividade aos setores historicamente sub representados nos espacos de poder e principalmente reorientar a logica de alocacao dos recursos publicos administrados pelo estado queremos usar as experiencias de governos populares para acumular forcas estimular a organizacao das trabalhadoras e trabalhadores democratizar o estado e transformar a forma como se faz politica no brasil
98,1,0.9989091753959656,PAUTA-PARTIDARIA-PSOL_preprocess.csv,o partido acolhe os movimentos sociais em suas fileiras respeitando suas dinamicas e apoiando seus metodos de luta como greves e ocupacoes bem como sua defesa diante de tentativas de criminalizacao dessa forma busca se ampliar as bases da esquerda construindo gradualmente uma nova maioria que combine as lutas de massas e as disputas institucionais transformando as em uma forca politica mobilizadora e em uma fortaleza eleitoral capaz de afirmar o psol como voz legitima das maiorias a convergencia das lutas sociais em direcao a construcao de um novo bloco historico capaz de unificar os setores medios radicalizados os segmentos progressistas e a classe trabalhadora em suas multiplas expressoes constitui um desafio estrategico fundamental esse processo exige superar a atual fragmentacao e desenvolver novos instrumentos de organizacao que respondam as particularidades dos diferentes segmentos explorados pelo capital
15,1,0.998642086982727,PAUTA-PARTIDARIA-PSOL_preprocess.csv,romper definitivamente com o ciclo de golpes violencia e opressao so sera possivel assegurando uma democracia radical onde a liberdade possa ser exercida plenamente com respeito ao proximo e compromisso com uma sociedade justa para todas as pessoas consideramos que a democracia tem uma dimensao politica mas tambem material em sua dimensao politica defendemos a importancia da pluralidade da participacao popular da representatividade dos diferentes setores sociais do controle social sobre o estado da independencia entre os poderes da transparencia e da etica publica em sua dimensao material concebemos a democracia como a garantia de acesso a saude educacao alimentacao saudavel meio ambiente moradia emprego terra cultura lazer e soberania
14,2,0.994896650314331,PAUTA-PARTIDARIA-PSOL_preprocess.csv,a historia brasileira e atravessada pela violencia promovida pelo colonialismo e pelas classes dominantes contra povos indigenas comunidades tradicionais povo negro trabalhadoras e trabalhadores pessoas com deficiencia populacao lgbtqia e populacoes minorizadas em geral
29,2,0.9810124635696411,PAUTA-PARTIDARIA-PSOL_preprocess.csv,a democracia socialista exige maximo respeito e compromisso coletivo
77,2,0.5293328166007996,PAUTA-PARTIDARIA-PSOL_preprocess.csv,21 justica reprodutiva com garantia dos direitos sexuais e reprodutivos afirmando a autonomia dos corpos como condicao essencial para a liberdade direito pleno a maternidade e direito de decidir se quando e com quem ter filhos bem como o acesso a metodos contraceptivos educacao sexual e campanhas publicas de conscientizacao a humanizacao do atendimento pre natal e do parto para por fim a violencia obstetrica e a mortalidade materna legalizacao do aborto assegurado pelo sus
13,2,0.342995285987854,PAUTA-PARTIDARIA-PSOL_preprocess.csv,assim podemos contribuir com a formacao de uma nova sociedade superando o individualismo e o egoismo que marcam o imaginario social no neoliberalismo nosso socialismo sera democratico participativo fundado na vontade soberana das maiorias sociais respeitando a pluralidade politica e os direitos dos setores historicamente minorizados
81,2,0.004575326107442379,PAUTA-PARTIDARIA-PSOL_preprocess.csv,disputamos para vencer
